News;Timestamp;Ueberschrift;Link;Old;Year
 Heute Morgen, gegen 07.15 Uhr, kam es auf der  Bundesautobahn A 5, zwischen dem Autobahnkreuz Frankfurt und der  Anschlussstelle Zeppelinheim zu einem schweren Verkehrsunfall.    Ein Lkw mit Hänger war aus bislang nicht bekannten Gründen nach  rechts von der Fahrbahn abgekommen, hatte sich überschlagen und kam  schließlich außerhalb der Fahrbahn zum Liegen. Der Fahrer wurde bei  dem Unfall in seiner Kabine eingeklemmt und musste von der Feuerwehr  befreit werden. Er liegt derzeit mit schweren Verletzungen in einer  Frankfurter Klinik.    Wegen der erforderlichen Bergungs- und Aufräumarbeiten musste die  Zufahrt nach Zeppelinheim und zur CargoCity Süd zeitweise gesperrt  werden. Es kam hierdurch zu Behinderungen.    Die Ermittlungen zur Unfallursache dauern an. (Manfred Vonhausen, 069-75582113)    ;2008-01-29 12:02:00;POL-F: 080129 - 0132 Bundesautobahn A5: Lkw bei Unfall überschlagen;"https://www.presseportal.de/blaulicht/pm/4970/1126439
";False;2008
 Offenbar ohne auf den fließenden Verkehr zu  achten versuchte gestern Abend, gegen 19.44 Uhr, eine 22-jährige Frau die Seilerstraße aus der Friedberger Anlage kommend in Höhe des  Anwesens Nr. 1 zu überqueren - etwa 100 m entfernt von einer dort  eingerichteten Fußgängerfurt.    Die junge Frau wurde von einem herannahenden Pkw erfasst und über  die Motorhaube gegen einen daneben fahrenden Pkw geschleudert.  Anschließend blieb sie schwer verletzt auf der Fahrbahn liegen. Sie  wurde zur stationären Behandlung in eine Frankfurter Klinik  verbracht. An den beiden Pkw entstand leichter Schaden im  Frontbereich. (Manfred Vonhausen, 069-75582113)    ;2008-01-29 11:42:00;POL-F: 080129 - 0131 Frankfurt-Innenstadt: Fußgängerin schwer verletzt;"https://www.presseportal.de/blaulicht/pm/4970/1126402
";False;2008
 Gestern, gegen 13.52 Uhr, befuhr ein 53 Jahre  alter Frankfurter mit seinem Fahrrad den Fahrradweg der  Sonnemannstraße in Richtung Innenstadt. Hier hatte kurz zuvor in Höhe des Anwesens Nr. 83 ein Pkw-Fahrer verbotswidrig seinen Pkw (Golf)  auf dem Radweg abgestellt und war ausgestiegen.    Der Beifahrer (24) blieb im Wagen zurück. Als der Radfahrer gerade den Pkw passieren wollte, öffnete der Beifahrer die Türe und schlug  sie gegen den herannahenden Radfahrer. Dieser stürzte daraufhin auf die Fahrbahn und musste mit schweren  Verletzungen (Armfraktur) in eine Frankfurter Klinik verbracht  werden. An beiden Fahrzeugen entstand geringer Schaden. (Manfred Vonhausen, 069-75582113)    ;2008-01-29 11:33:00;POL-F: 080129 - 0130 Frankfurt-Ostend: Radfahrer bei Unfall schwer verletzt;"https://www.presseportal.de/blaulicht/pm/4970/1126390
";False;2008
" Nach über 41 Dienstjahren tritt der langjährige  Leiter des 15. Polizeireviers, Erster Polizeihauptkommissar Uwe  KÜSTER, mit dem Erreichen der Altersgrenze mit Ablauf des Monats  Januar in den Ruhestand. Er wird offiziell durch Polizeipräsident Dr. Achim Thiel am kommenden Donnerstag im Präsidium verabschiedet.    Herr KÜSTER war über sechs Jahre für die sieben nördlichen  Frankfurter Stadtteile mit seinen Beamtinnen und Beamten zuständig.  Insgesamt war er für den Schutz von rund 44.000 Bewohnern der  Stadtteile Bergen, Frankfurter Berg, Harheim, Kalbach,  Nieder-Eschbach und Nieder-Erlenbach auf einer Gesamtfläche von 34  qkm zuständig. Ein sehr dynamisches Gebiet, dass sich u.a durch verschiedene  Neubaugebiete und eine der internationalen Stadt Frankfurt  entsprechenden ausländischen Bevölkerungszahl, die sich - je nach  Stadtteil - zwischen 10 % und 24 % bewegt, auszeichnet. Entsprechend vielfältig sind auch die zwischenmenschlichen Probleme,  die für eine perspektivische Lösung mit anderen Gremien im Verbund  mit der Polizei angegangen wurden. Hier war Uwe Küster der direkte  Ansprechpartner vor Ort, der sich u.a. immer wieder persönlich mit  einer Bürgersprechstunde, gemeinsam mit der Bürgerinitiative ""Am  Bügel"", einbrachte.    Der Weg zu seiner letzten dienstlich sehr anspruchsvollen Aufgabe  als Revierleiter, führte den gebürtigen Alsfelder nach dem Abitur  direkt zur Polizeiausbildung, die für ihn am 2. Januar 1967 begann.  Nach bestandener Abschlussprüfung 1969 wurde er zur damaligen  kommunalen Polizei Frankfurt versetzt. Trotz der polizeilich sehr  bewegten 70-iger und 80-iger Jahre, mit vielen Demonstrationen und  der Startbahnzeit, blieb er der Rhein-Main-Metropole bis zuletzt  treu.    Mit unterschiedlichen Aufgabenbereichen wurde Uwe KÜSTER in diesen 41 Dienstjahren betraut. Die Funktionen eines Streifenbeamten musste  er auf unterschiedlichen Revieren genauso durchleben, wie  Verwaltungs- und Führungsaufgaben auf dem weiteren Weg zum Leiter des 15. Polizeireviers.    Herr Küster, der in einer benachbarten Wetteraugemeinde mit seiner Familie wohnt, wird sich wie in den vergangenen 16 Jahren auch,  weiterhin kirchlich engagieren. Aber auch seinem Hobby dem Radfahren  nachgehen. Ganz besonders viel Zeit will er sich für seine Frau und die vier  erwachsenen Kinder nehmen. Noch in diesem Jahr will Uwe KÜSTER ""seinem Revier"" und dem  Polizeipräsidium ein besonderes Präsent überreichen: die Geschichte  des 15. Polizeireviers zum 50-jährigen Bestehen. (Jürgen Linker, 069-75582100)    ";2008-01-29 11:18:00;POL-F: 080129 - 0129 Frankfurt-Nord: Revierleiter des 15. Polizeireviers tritt in den Ruhestand;"https://www.presseportal.de/blaulicht/pm/4970/1126351
";False;2008
" Beamte der Frankfurter Polizei kontrollierten am Montag gegen 14.10 Uhr auf der Eschersheimer Landstraße einen  ""alten Bekannten"".    Der 22-jährige Algerier, der bereits mehrfach wegen Drogendelikten polizeilich in Erscheinung getreten war, wurde er durchsucht. Dabei  fanden die Beamten in seiner Jackentasche insgesamt 3,83 Gramm Crack  in Form von 24 Plömbchen und stellten es sicher.    Mitgeführte 985 EUR sowie 2 Handys wurden beschlagnahmt, da alle  Umstände darauf hindeuteten, dass der wohnsitzlose Nordafrikaner mit  Rauschgift handelt. Er wird heute dem Haftrichter vorgeführt. (Manfred Feist, 069-75582117)    ";2008-01-29 11:17:00;POL-F: 080129 - 0128 Frankfurt-Eschersheim: Festnahme eines Crackhändlers;"https://www.presseportal.de/blaulicht/pm/4970/1126350
";False;2008
 Noch in unmittelbarer Tatortnähe konnten  am  Montagabend kurz vor 23.00 Uhr in der Kleingartenanlage an der  Ginnheimer Landstraße mehrere Gartenhütteneinbrecher festgenommen  werden.    Es handelt sich um drei junge Frankfurter im Alter von 17, 19 und  19 Jahren, die zusammen bereits mehr als 60 Mal wegen  Eigentumsdelikten, Drogendelikten und anderer Vorkommnisse  polizeilich in Erscheinung getreten sind.    Den entscheidenden Hinweis erhielt die Polizei von einem Zeugen,  der die Täter auf frischer Tat beobachtete und sofort den Notruf  verständigt hatte.    An der aufgehebelten Gartenhütte, in deren Nähe die mutmaßlichen  Diebe angetroffen wurden, entstand ein Sachschaden in Höhe von rund   200 EUR. Gestohlen wurde offenbar nichts.    Nach Abschluss der polizeilichen Maßnahmen musste das Trio in  Ermangelung von Haftgründen wieder entlassen  werden. Der  Siebzehnjährige wurde seinen Eltern überstellt. (Manfred Feist, 069-75582117)    ;2008-01-29 11:16:00;POL-F: 080129 - 0127 Frankfurt-Ginnheim: Gartenhütteneinbrecher geschnappt;"https://www.presseportal.de/blaulicht/pm/4970/1126349
";False;2008
 Sechzehn Edelstahlgeländer im Gesamtwert von  rund 18.000 EUR stahlen  am vergangenen Wochenende bislang unbekannte Täter aus dem  Eschersheimer Freibad im Alexander-Riese-Weg.    Die Diebe überkletterten den etwa 1,80 m hohen Zaun des  Schwimmbades und montierten die im (zurzeit entleerten) Schwimmbecken angebrachten Gitter fachgerecht ab. Anschließend transportierten sie  die 1,5 mal 2 Meter großen Metallteile offenbar mit einem in  Tatortnähe stehenden Fahrzeug ab.    Sachdienliche Hinweise bitte an die Ermittlungsgruppe des 12.  Polizeireviers, Telefon 069-75511200 oder an jede andere  Polizeidienststelle. (Manfred Feist, 069-75582117)    ;2008-01-29 11:15:00;POL-F: 080129 - 0126 Frankfurt-Eschersheim: Metalldiebe im Freibad;"https://www.presseportal.de/blaulicht/pm/4970/1126348
";False;2008
 Wie angekündigt hat die Frankfurter Polizei im  Rahmen des Verkehrssicherheitsprogramms 2008 die Kontrollen auf  Alkohol- und Drogenkonsum im Straßenverkehr zur närrischen fünften  Jahreszeit im gesamten Stadtgebiet aufgenommen.    So müssen die Verkehrsteilnehmer in den närrischen Wochen zu jeder Tages- und Nachtzeit verstärkt mit Kontrollen rechnen. Die seit Ende  letzter Woche laufenden Überprüfungen haben ergeben, dass sie  erforderlich sind. So wurden mehrere Autofahrer unter Alkohol- und  Drogeneinfluss angetroffen. Statistische Zahlen liegen aktuell noch  nicht vor.    Da insbesondere die Fastnachtszeit geprägt ist vom Konsum  alkoholischer Getränke besteht hier ein erhöhtes Risiko, dass  alkoholisierte oder unter Drogeneinfluss stehende Fahrzeuglenker im  Straßenverkehr weiter unterwegs sind.    Die Polizei bittet eindringlich nach feuchtfröhlichen Feiern  öffentliche Verkehrsmittel oder Taxis zu benutzen. Die Folgen von  Unfällen mit Verletzten oder gar Toten stehen in keinem Verhältnis zu ein paar Euro für Bus oder Bahn. Nicht zuletzt schonen sie auch die  eigene Haut sowie den Führerschein.    Wer trinkt und fährt wird zur Gefahr für sich selbst und andere! (André Sturmeit, 069-75582112)    ;2008-01-29 10:18:00;"POL-F: 080129 - 0125 Frankfurt: Verkehrskontrollen in der ""närrischen Zeit""";"https://www.presseportal.de/blaulicht/pm/4970/1126244
";False;2008
 Schwere Verletzungen zog sich heute gegen 16.25  Uhr der Fahrer eines in Hanau zugelassenen Pkw Mitsubishi bei einem  Verkehrsunfall auf der A 661 in Höhe des Preungesheimer Dreiecks  zu. Ein weiterer Pkw-Fahrer wurde schwer verletzt.    Nach dem bisherigen Erkenntnisstand war der Mitsubishi-Fahrer in  nördlicher Fahrtrichtung unterwegs und wollte die A 661 nach rechts  in Richtung Bad Vilbel verlassen. Aus bislang ungeklärten Gründen  fuhr im Bereich der Abbiegespur ein in dieselbe Richtung fahrender  Mercedes (Frankfurter Kennzeichen) auf das Heck des Mitsubishis auf.  Dessen Fahrer zog sich durch den Anprall schwere, möglicherweise  lebensgefährliche Verletzungen  zu und wurde in eine Klinik  eingeliefert.    Auch der Führer des auffahrenden Mercedes wurde verletzt in eine  Klinik eingeliefert.    Die Personalien der unfallbeteiligten Fahrer stehen derzeit noch  nicht fest.    Die A 661 musste im Bereich der Unfallstelle in Fahrtrichtung  Norden vorübergehend voll gesperrt werden. Inzwischen wurde eine  Fahrspur wieder freigegeben, auf der der Verkehr an der Unfallstelle  vorbeigeleitet werden kann.    Zum  Berichtszeitpunkt (16.55 Uhr) dauert die Unfallaufnahme noch  an. Es kommt zu erheblichen Verkehrsbehinderungen, die nach  Einschätzung der Polizei vermutlich noch bis in die Abendstunden (ca. 20.00 Uhr) andauern können.    (Manfred Feist / 755-82117)    Rufbereitschaft: Manfred Feist, Tel. 0173-6597905 ots Originaltext: Polizeipräsidium Frankfurt am Main Digitale Pressemappe: http://www.polizeipresse.de/p_story.htx?firmaid=4970;2008-01-28 16:59:00;POL-F: 080128 - 0124 Autobahn A 661: Schwerer Verkehrsunfall;"https://www.presseportal.de/blaulicht/pm/4970/1125992
";False;2008
 Am 28.01.2007, gegen 00.40 Uhr betraten zwei  noch unbekannte Männer den Vorraum eines Hotels in der  Speicherstraße. Die Männer hatten jeweils ein etwa 30 cm langes  Messer bei sich, bedrohten damit den anwesenden Portier und  verlangten Bargeld.    Einer der Beschuldigten sprang über den Tresen, der andere Mann  blieb im Eingangsbereich stehen.    Als plötzlich der Barmann des Hotels schrie, flüchteten die Täter  ohne Beute aus den Geschäftsräumen in Richtung Friedensbrücke. Die Beschuldigten wurden wie folgt beschrieben:    1. Vermutl. Nordafrikaner, 20-25 Jahre alt, 170-175 cm groß,  schlank, dunkle Haare. Er trug eine Hüftlange Wolljacke mit Kapuze,  Bluejeans und weiße Turnschuhe mit schwarzen Sohlen.    2. Vermutl. Nordafrikaner, 20-25 Jahre alt, 170-175 cm groß,  schlanke Gestalt, schwarze zum Zopf gebundene Haare. Er trug eine  dunkle hüftlange Jacke, darunter einen bunten Pullover mit  Querstreifen (weiße und rote Streifen), Bluejeans und weiße  Turnschuhe.    Zeugen werden gebeten, sich mit der Polizei in Frankfurt, Tel.  069-755 51208 oder 069-755 54510 in Verbindung zu setzen.    (Franz Winkler/069-755 82114) ots Originaltext: Polizeipräsidium Frankfurt am Main Digitale Pressemappe: http://www.polizeipresse.de/p_story.htx?firmaid=4970;2008-01-28 13:29:00;POL-F: 080128 - 0123  Gutleutviertel: Versuchter Raub;"https://www.presseportal.de/blaulicht/pm/4970/1125670
";False;2008
 Am Sonntag, den 27. Januar 2008, gegen 06.15 Uhr befuhr ein 36-jähriger Mann aus Weiterstadt mit seinem Pkw der Marke  Volvo den Airportring von Mörfelden-Walldorf kommend in Richtung  Flughafen.    In Höhe des Startbahntunnels kam er nach links von der Fahrbahn  ab, durchbrach das Metalltor des Fußgängerfluchttunnels, überschlug  sich mehrfach und blieb schließlich auf dem Dach liegen. Der  36-Jährige wurde bei dem Unfall schwer verletzt und musste in ein  Frankfurter Krankenhaus verbracht werden. Der bei dem Unfall entstandene Sachschaden beziffert sich auf ca.  5.000 EUR.    (Manfred Füllhardt, 069-75582116) ots Originaltext: Polizeipräsidium Frankfurt am Main Digitale Pressemappe: http://www.polizeipresse.de/p_story.htx?firmaid=4970;2008-01-28 11:33:00;POL-F: 080128 - 0122 Frankfurt-Flughafen: Schwerer Verkehrsunfall;"https://www.presseportal.de/blaulicht/pm/4970/1125464
";False;2008
