News;Timestamp;Ueberschrift;Link;Old;Year
 Am Sonntag, den 29. Januar 2012, gegen 17.30 Uhr, wollte eine 62-jährige Frau Müll entsorgen. Hierzu öffnete die Frau den Klappdeckel einer von vier dort in der Idsteiner Straße stehender Mülltonnen. Als sie sich hineinbeugte, wurde der Deckel der Mülltonne zugeschlagen und festgehalten. Gleichzeitig riss man ihr den über der linken Schulter getragenen Rucksack herunter. Die Geschädigte hörte noch, wie sich die Täter, es soll sich um zwei Männer gehandelt haben, in Richtung der Rebstöcker Straße entfernten. Nachdem sich die 62-Jährige aus ihrer misslichen Lage befreit hatte, ging sie ebenfalls in Richtung der Rebstöcker Straße. Unterwegs fand sie ihren Rucksack, aus dem die Täter die Geldbörse und ein Handy der Marke Emporia entwendet hatten. In der Geldbörse befanden sich die Personalpapiere der Geschädigten sowie etwa 80 EUR Bargeld. Täterbeschreibung: 1. Täter: 20-22 Jahre alt und etwa 175 cm groß. Sehr schlank, schmales Gesicht, dunkler Teint, schwarze Haare. Asiatisches Aussehen. Trug einen dunklen Anorak, ein über den Kopf gezogenes graues Kapuzenshirt und dunkle Jeans. 2. Täter: Etwa 20 Jahre alt und ca. 170 cm groß. Sehr schlank, zierliche Statur, dunkler Teint. Asiatisches Aussehen. Dunkle, kurze, gewellte, im Nacken längere Haare. Bekleidet mit einer dunkelblauen Steppjacke mit Strickbund und dunkler Jeans. (Manfred Füllhardt, 069-755 82116)  ;2012-01-30 11:27:00;POL-F: 120130 - 133 Frankfurt-Gallus: Raubstraftat;"https://www.presseportal.de/blaulicht/pm/4970/2189694
";False;2012
 Nicht vom gewünschten Erfolg gekrönt war der Versuch eines Trios, heute, kurz vor 02.00 Uhr, in ein Haus im Mittleren Hasenpfad einzubrechen. Die Drei wurden nämlich von einem Zeugen bemerkt, der umgehend die Polizei verständigte. Den Beamten gelang es wenig später die drei Personen im Alter von 18 bzw. 19 Jahren in der Mörfelder Landstraße aufzuspüren und festzunehmen. Wie die weiteren Ermittlungen ergaben, waren sie bei dem Versuch gescheitert, ein im Erdgeschoss gelegenes Fenster aufzuhebeln. Tatmittel, wie z.B. Axt, Handschuhe und einen Holzknüppel zum Hochhalten des Rollladens, wurden am Tatort gefunden und sichergestellt. Nach Abschluss der polizeilichen Maßnahmen durften die Drei wieder ihres Weges ziehen. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:49:00;POL-F: 120129 - 132 Sachsenhausen: Wohnungseinbrecher festgenommen;"https://www.presseportal.de/blaulicht/pm/4970/2189320
";False;2012
 Wegen eines gemeldeten Mülltonnenbrandes musste heute Morgen, kurz nach 01.00 Uhr, die Feuerwehr in die Reichsburgstraße ausrücken. Sie konnte den Brand schnell löschen. Die Tonne wurde aber dennoch völlig zerstört. Eine darüber angebrachte Plastiküberdachung und eine Lampenabdeckung wurden durch die Hitzeeinwirkung in Mitleidenschaft gezogen. Der entstandene Schaden wird auf etwa 500.- Euro beziffert. Hinweise auf den oder die Täter liegen nicht vor. Fahndungsmaßnahmen blieben erfolglos. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:48:00;POL-F: 120129 - 131 Rödelheim: Mülltonnenbrand;"https://www.presseportal.de/blaulicht/pm/4970/2189319
";False;2012
 Ausgerechnet den Pkw eines Pizzalieferanten wollte ein 22 Jahre alter Rumäne am vergangenen Samstag stehlen. Er beobachtete den Fahrer, wie er den Wagen, einen Opel Corsa, in der Mainzer Landstraße 168 kurz abstellte um eine Pizza auszuliefern. Da er das Fahrzeug nicht abgeschlossen hatte, dafür aber den Zündschlüssel stecken ließ, griff der Rumäne beherzt zu. Er setzte sich in den Corsa und fuhr in Richtung Nied davon. Allerdings konnte das auffällige Fahrzeug im Rahmen einer sofortigen Fahndung wenig später in Nied von einer Streife angehalten und der unter Alkoholeinfluss stehende Fahrer festgenommen werden. Er wurde nach Abschluss der polizeilichen Maßnahmen wieder auf freien Fuß gesetzt. Dem Pizzalieferanten wurde sein Auto nach entsprechenden Hinweisen für sein zukünftiges Verhalten wieder ausgehändigt. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:47:00;POL-F: 120129 - 130 Gallusviertel: Pkw-Dieb festgenommen;"https://www.presseportal.de/blaulicht/pm/4970/2189316
";False;2012
 Zwei schwerverletzte Pkw-Führer und zwei schrottreife Pkw sind die Bilanz eines Unfalls, der sich am vergangenen Samstagmorgen, kurz vor 07.00 Uhr, im Kreuzungsbereich der Ludwig-Landmann-Straße / Rödelheimer Landstraße ereignete. Soweit bis jetzt bekannt, befuhr ein 36-jähriger Frankfurter mit seinem BMW die Ludwig-Landmann-Straße aus Hausen kommend in Richtung Katharinenkreisel. Ein 60-jähriger Schwalbacher war mit seinem Skoda auf der Rödelheimer Landstraße in Richtung Breitenbachbrücke unterwegs. Im Kreuzungsbereich kam es zur Kollision beider Fahrzeuge. Hierbei wurde der BMW gegen einen Laternenmast geschleudert und kam dann auf der Gegenfahrbahn zum Stehen. Der Skoda wurde etwa 80 m weit in die Ludwig-Landmann-Straße geschleudert. Beide Fahrzeugführer erlitten hierbei schwere Verletzungen und mussten zur stationären Behandlung ins Krankenhaus gebracht werden. Wegen der Bergungsarbeiten musste der Bereich um die Unfallstelle vorübergehend abgesperrt werden. Im Zeitraum von 07.00 Uhr bis 10.30 Uhr wurde der Verkehr umgeleitet. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:47:00;POL-F: 120129 - 129 Rödelheim: Unfall mit zwei Schwerverletzten;"https://www.presseportal.de/blaulicht/pm/4970/2189315
";False;2012
 Reichlich mit Drogen und Alkohol zugedröhnt war ein 32-jähriger Frankfurter, als er gestern Morgen, gegen 05.50 Uhr, einen Im Mainfeld abgestellten Pkw rammte. Er konnte noch am Unfallort von einer durch Zeugen alarmierten Streife gestellt und vorübergehend festgenommen werden. Zu allem Überfluss war sein Pkw nicht zugelassen und die angebrachten Kennzeichen entsprachen auch nicht den gängigen Vorschriften - TÜV-Plakette und Zulassungsstempel waren mit Tesastreifen aufgeklebt. Die Beamten stellten das Fahrzeug sicher. Der hinreichend polizeibekannte 32-Jährige wurde nach einer Blutentnahme wieder auf freien Fuß gesetzt. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:46:00;POL-F: 120129 - 128 Niederrad: Festnahme nach Unfall unter Drogen- und Alkoholeinfluss;"https://www.presseportal.de/blaulicht/pm/4970/2189313
";False;2012
 Gestern Morgen, gegen 00.50 Uhr, meldete ein Zeuge einen Einbruch in einen Pkw in der Mammolshainer Straße. Als kurz darauf eine Streife des 4. Reviers am Tatort eintraf, sah sie sie noch den mutmaßlichen Täter, der seinerseits sofort die Flucht ergriff. Er konnte allerdings schnell eingeholt und vorübergehend festgenommen werden. Im Rahmen einer ersten Befragung räumte er den Pkw-Aufbruch und den Diebstahl ein und führte die Beamten dann auch in einen Keller seiner Wohnung, wo er das Diebesgut zusammen mit seinem noch flüchtigen Kumpel untergestellt hatte. Hierbei handelte es sich um fünf Hiltikoffer mit Inhalt im Wert von etwa 6.350.- Euro. Sie wurden sichergestellt. Nach Abschluss der polizeilichen Maßnahmen wurde der Festgenommene (27 Jahre alt, hinreichend polizeibekannt) wieder auf freien Fuß gesetzt. Die Fahndung nach seinem Mittäter dauert an. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:46:00;POL-F: 120129 - 127 Gallusviertel: Täterfestnahme nach Diebstahl aus Pkw;"https://www.presseportal.de/blaulicht/pm/4970/2189312
";False;2012
 Wegen einer Schlange mussten am vergangenen Freitagvormittag Beamte des 15. Reviers in die Julius-Brecht-Straße 10 ausrücken. Dort hatte eine 24-jährige Frau gegen 10.00 Uhr einen Pappkarton im Treppenhaus gefunden, in welchem sich eine reglose Schlange befand. Später stellte sich heraus, dass es sich hierbei um einen jungen Königspython handelte. Das Tier wurde sichergestellt und mit auf die Wache genommen, wo es nach dem Aufwärmen wieder aus seiner Starre erwachte. Danach wurde der Python von einem schlangenkundigen Beamten in Obhut genommen. Der Besitzer des Tieres wird gebeten, sich mit dem 15. Revier unter der Telefonnummer 069/75511530 in Verbindung zu setzen. Er kann den Python dort wieder in Empfang nehmen. Kosten hierfür entstehen nicht. (Manfred Vonhausen, Tel. 069/755-82113)  ;2012-01-29 11:45:00;POL-F: 120129 - 126 Bonames: Schlange im Hochhaus gefunden;"https://www.presseportal.de/blaulicht/pm/4970/2189311
";False;2012
 Auch in der kommenden Woche werden im Frankfurter Stadtgebiet Geschwindigkeitsmessungen durchgeführt. Die Messgeräte stehen im Bereich folgender Örtlichkeiten: 30. Januar 2012 Hugo-Eckener-Ring, BAB A661 Fahrtrichtung Autobahnkreuz Offenbach, Gerbermühlstraße, Züricher Straße, Bundesstraße 43 Anschlussstelle BAB A3, Autobahnkreuz Frankfurt BAB A3/A5 31. Januar 2012 Hanauer Landstraße, Mainzer Landstraße, Autobahnkreuz Frankfurt BAB A3/A5, Babenhäuser Landstraße, Gerbermühlstraße, BAB A661 Fahrtrichtung Autobahnkreuz Offenbach 01. Februar 2012 Babenhäuser Landstraße, Züricher Straße, Hanauer Landstraße, Autobahnkreuz Frankfurt BAB A3/A5, Mainzer Landstraße, Gerbermühlstraße 02. Februar 2012 Hanauer Landstraße, Bundesstraße 43 Anschlussstelle BAB A3, Mainzer Landstraße, Gerbermühlstraße, Babenhäuser Landstraße, Autobahnkreuz Frankfurt BAB A3/A5 03. Februar  2012  Züricher Straße, Mainzer Landstraße, Autobahnkreuz Frankfurt BAB A3/A5, BAB A661 Fahrtrichtung Autobahnkreuz Offenbach, Gerbermühlstraße, Hugo-Eckener-Ring Die Geschwindigkeitsmessungen werden fortgesetzt. (Manfred Füllhardt, 069-755 82116)  ;2012-01-27 13:07:00;POL-F: 120127 - 125 Frankfurt-Stadtgebiet: Geschwindigkeitsmessungen;"https://www.presseportal.de/blaulicht/pm/4970/2188757
";False;2012
 Drei Einbrecher sind heute Nacht bei einer Routinekontrolle in der Eckenheimer Landstraße gegen 03:15 Uhr festgenommen und ihr Diebesgut sichergestellt worden. Ein halbe Stunde zuvor waren die dreisten Drei nämlich in einen Supermarkt in Fechenheim eingebrochen und hatten hunderte Packungen Zigaretten im Wert von 2.000 Euro entwendet. Später sind sie einer Zivilstreife durch eine unsichere Fahrweise aufgefallen und somit kontrolliert worden. Schnell merkten die Beamten, dass der Fahrer offensichtlich unter Drogeneinfluss stand. Als dann im Fahrzeug auch noch die zwei Sporttaschen mit etlichen Zigarettenpackungen gefunden wurden, durften alle drei mit zur Dienststelle. Zur Herkunft der Tabakwaren befragt, mussten die Polizisten in drei, von Unwissenheit überzeugte Gesichter gucken. Dennoch konnte schnell ermitteln werden, dass die Zigaretten aus einem Einbruch in einem Supermarkt stammten. Wegen Verdachts des Fahrens unter Drogeneinfluss, wurde beim Fahrer noch die erforderliche Blutentnahme durchgeführt und anschließend wurden alle drei Einbrecher in die Haftzellen des Polizeipräsidiums verbracht. (Isabell Neumann, Tel. 069 - 755 82115)  ;2012-01-27 11:17:00;POL-F: 120127 - 124 Fechenheim/Eckenheim: Keine lange Freude;"https://www.presseportal.de/blaulicht/pm/4970/2188608
";False;2012
 Bereits am Mittwochabend gegen 23.30 Uhr konnten in einem Hotel in der Moselstraße drei Crack-Dealer festgenommen werden, die von diesem zentralen Ort offenbar ihren Straßengeschäften nachgingen. Zivilbeamte erkannten zunächst einen 18 Jährigen wieder, den sie schon am Vortag bei vermeintlichen Rauschgiftgeschäften beobachteten, jedoch nicht fassen konnten. Der junge Mann ging in ein Hotel und wurde dort kontrolliert und durchsucht. Dabei konnten bereits 7,1 Gramm Crack aufgefunden werden. Während der Kontrollmaßnahme kamen zwei weitere polizeibekannte Männer im Alter von 26 und 29 Jahren aus dem Fahrstuhl, die sich direkt dazu gesellen durften. Wie sich herausstellte bewohnten die Drei ein Hotelzimmer, bei dessen Durchsuchung weitere 2,5 Gramm Crack und diverse andere Beweismittel sichergestellt werden konnten. Alle drei Südländer, die über keinerlei Ausweispapiere verfügten, werden dem Haftrichter vorgeführt. (Rüdiger Reges, Tel. 069/755 82111)  ;2012-01-27 11:16:00;POL-F: 120127 - 123 Bahnhofsviertel: Festnahme von Crack-Dealern;"https://www.presseportal.de/blaulicht/pm/4970/2188606
";False;2012
 Ein ärgerliches Ende nahm der Besuch des Frankfurter Bahnhofsgebiets für einen 39 jährigen aus Bayern, dem in der heutigen Nacht gegen 02.20 Uhr 400 Euro Bargeld geraubt wurden. Laut seinen Angaben befand er sich gerade im Gespräch mit einer Prostituierten und hielt dabei eine Geldscheinklammer in der Hand, als plötzlich zwei Männer an ihn herantraten. Einer der beiden schlug ihm die Klammer mit dem Geld aus der Hand und nahm sie dann vom Boden auf. Anschließend flüchteten sie in unbekannte Richtung. Aufgrund mangelnder Ortskenntnis und bestehender Alkoholeinwirkung konnte das Opfer die genaue Örtlichkeit der Tat nicht benennen. Der Haupttäter wird als Südländer beschrieben, rund 30 Jahre alt und 175 cm groß. (Rüdiger Reges, Tel. 069/755 82111)  ;2012-01-27 11:16:00;POL-F: 120127 - 122 Bahnhofsviertel: Straßenraub;"https://www.presseportal.de/blaulicht/pm/4970/2188604
";False;2012
 Heute Vormittag, gegen 11.00 Uhr, meldete sich ein aufmerksamer Zeuge bei der Polizei und gab an, dass er einen Mann beobachte, der auffällig in geparkte Autos im Bereich der Seilerstraße schauen würde. Zivilbeamte beobachteten daraufhin den Mann, der ihnen kein Unbekannter war. Kurz darauf ging er zielstrebig auf einen geparkten Opel Vectra zu, schlug die Scheibe mit einem Hammer ein und holte eine Umhängetasche aus dem Fahrzeug.  Anschließend nahm der Mann die Beine in die Hand und wollte flüchten, was jedoch unmittelbar unterbunden wurde. Der 37 jährige Frankfurter war über seine schnelle Festnahme sichtlich überrascht. (Rüdiger Reges, 069-755 82111)  ;2012-01-26 15:35:00;POL-F: 120126 - 121 Frankfurt-Innenstadt: Autoaufbrecher auf frischer Tat ertappt;"https://www.presseportal.de/blaulicht/pm/4970/2188252
";False;2012
 Auf Computerspiele hatten es zwei jugendliche Ladendiebe abgesehen, die gestern Nachmittag kurz nach einem Diebstahl in einem Elektromarkt von Kaufhausdetektiven festgehalten und anschließend der herbeigerufenen Polizei übergeben wurden. Die Detektive hatten die beiden Schüler zuvor dabei beobachtet, wie sie mehrere Computerspiele unter ihrer Kleidung versteckt hatten. Als sie dann - ohne zu bezahlen - das Geschäft verlassen wollten, wurden sie festgehalten. Wie die weiteren Ermittlungen ergaben, hatten die beiden bereits Tage vorher ebenfalls Computerspiele aus dem Markt entwendet, die sie dann offenbar an Kumpels weiter verkauften. Nach Abschluss der polizeilichen Maßnahmen wurden die beiden 14 und 15 Jahre alten Täter in die Obhut ihrer Eltern übergeben. (Manfred Vonhausen, 069-755 82113)  ;2012-01-26 15:21:00;POL-F: 120126 - 120 Frankfurt-Bornheim: Festnahme nach Ladendiebstahl;"https://www.presseportal.de/blaulicht/pm/4970/2188239
";False;2012
" Einen auch für erfahrene Rauschgiftfahnder nicht alltäglichen Fund von 5,6 Kilo Haschisch machten diese in den vergangenen Tagen in dem leer geräumten Gehäuse einer Kardanwelle. Ein Hinweis hatte die Ermittler auf die Spur einer bevorstehenden Lieferung der Drogen für einen hier ortsansässigen marokkanischen Dealer gebracht. Bei der Übergabe im Stadtteil Höchst erfolgte die Festnahme von vier Männern im Alter von 24 bis 38 Jahren, die alle aus Marokko stammen. Einer der ""Lieferanten"" leistete bei seiner Festnahme erheblichen Widerstand. Anschließend folgte die umfangreiche Durchsuchung des Pkw der Lieferanten. Zunächst konnte nichts gefunden werden. Erst nach Stunden mühevoller Kleinarbeit stellte sich der Erfolg an ungewöhnlicher Stelle ein. Schließlich wurde festgestellt, dass der vorher allradgetriebene Audi A3 nur noch Vorderradantrieb hatte. Die Schmuggler hatten Teile der Kardanwelle ausgebaut und in dem nun leeren Gehäuse das Haschisch versteckt. Erwähnenswert ist auch der Umstand, dass der bisherige Hauptlieferant, 37 Jahre, zwei neue ""Mitarbeiter"" mitgenommen hatte, um diese in die Schmuggelroute sowie die Vorgehensweise für zukünftige eigene Schmuggelfahrten einzuweisen. Der 38-jährige örtliche Dealer sowie die drei Lieferanten wurden gestern dem Haftrichter vorgeführt. (André Sturmeit, 069-755 82112)  ";2012-01-26 11:45:00;POL-F: 120125 - 119 Frankfurt-Höchst: Kardan raus - 5,6 Kilo Haschisch rein;"https://www.presseportal.de/blaulicht/pm/4970/2187978
";False;2012
