Hauptartikel;Timestamp;Ueberschrift;Link;Old;Year
 Am Donnerstag, den 29. Januar 2004, gegen 13.40 Uhr traf ein 67-jähriger Rentner in der Eschersheimer Anlage, in Höhe des Krankenhauses Rotes Kreuz, auf einen Unbekannten. Dieser fragte ihn, ob er ihm einen Euro wechseln könne. Nachdem der 67-jährige Mann sein Portemonnaie gezogen hatte, hielt ihn der Unbekannte am Arm fest, sodass es ihm gelang, dass Geld aus dem Portemonnaie zu entnehmen. Der Griff des Täters sei so fest gewesen, dass es dem Geschädigten nicht möglich war, die Geldbörse wegzuziehen.    Der Unbekannte flüchtete in die Grünanlage.    Der 67-jährige traf unmittelbar nach der Tat auf eine Polizeistreife, der er den Sachverhalt mitteilte. Trotz der unmittelbar nach der Tat eingeleiteten Fahndungsmaßnahmen konnte der Täter entkommen.    Dieser wird beschrieben als etwa 180-185 cm groß mit einer auffälligen Hakennase. Hagere Gestalt mit Dreitagebart. Trug einen schwarzen Parka oder Regenjacke, eine schwarze Hose sowie schwarze Schuhe.    In der Geldbörse befand sich ein Bargeldbetrag in Höhe von rund 220,-- Euro. (Manfred Füllhardt/-82116).    Rufbereitschaft: Herr Wagner, Tel.: 06107-3913 oder 0177-2369778. ;2004-01-30 12:33:00;POL-F: 040130  0111 Frankfurt-Nordend: 67-jährigen Rentner beraubt.;"https://www.presseportal.de/blaulicht/pm/4970/522729
";False;2004
 16.000,-- Euro erbeuteten bislang unbekannte Täter bei einer 77-jährigen Frau in Bornheim, An den Röthen. Die Geschädigte erhielt am Donnerstag, den 29. Januar 2004, gegen 15.00 Uhr einen Telefonanruf. Am anderen Ende der Leitung war angeblich der Sohn ihres Cousin aus Berlin. Dieser gab an, sich in einer akuten finanziellen Notlage zu befinden und zur Abwicklung eines Geschäftes dringend 60.000,-- Euro zu benötigen. Er wäre auch in der Lage, das Geld bereits am nächsten Tag zurückzuzahlen. Die 77-jährige teilte dem vermeintlichen Neffen mit, dass sie im Moment nur 16.000,-- Euro zu Hause habe, diese Summe aber bereitstellen würde. Der Anrufer erklärte sich einverstanden damit und gab an, dass er selbst nicht kommen könne. Stattdessen schicke er einen Bekannten mit dem Namen Brunau. Tatsächlich erschien nur kurze Zeit später der Brunau, nahm das Geld in Empfang und gab noch eine selbstgeschriebene Quittung ab, bevor er ging. Nachdem die Geschädigte misstrauisch geworden war, rief sie ihren Neffen an, der von diesem Vorgang natürlich nichts wusste. Nun musste die 77-jährige einsehen, dass sie Betrügern auf den Leim gegangen war.    Den angeblichen Brunau beschreibt die Frau als etwa 40 Jahre alt mit schlanker Figur und schmalem Gesicht. Er hatte kurze, gewellte Haare und sprach mit ausländischem Akzent. Trug dunkle Jacke und dunkle Hose. Mit einem weiteren Auftreten der Täter ist zu rechnen. (Manfred Füllhardt/-82116) ;2004-01-30 12:31:00;POL-F: 040130  0110 Frankfurt-Bornheim: 77-jährige Frau Opfer des Enkeltricks.;"https://www.presseportal.de/blaulicht/pm/4970/522728
";False;2004
 Am Dienstag, den 27. Januar 2004, gegen 18.50 Uhr wollte der 30-jährige Angestellte eines Getränkemarktes in der Dürkheimer Straße das Geschäft verlassen, als sich ihm zwei Männer am Eingang in den Weg stellten und ihn mit Pistolen bedrohten.    Die Täter zwangen unter Vorhalt ihrer Waffen den Geschädigten in den Markt zurückzugehen und sich dort auf den Boden zu legen. Anschließend fesselten sie ihn mit Kabelbindern und nahmen ihm den Tresorschlüssel ab. Neben etwa 700,-- Euro aus dem Tresor entwendeten sie auch noch das Nokia Handy des Geschädigten.    Während der Tat erschien ein 20-jähriger Kunde, der ebenfalls unter Vorhalt der Waffe gezwungen wurde, sich auf den Boden zu legen. Auch er wurde mittels Kabelbinder gefesselt. Anschließend flohen die zunächst unbekannten Täter. Über die angeschlossene Sicherheitsfirma verständigten die Geschädigten dann die Polizei. Mittlerweile führten die angestellten Untersuchungen zur Ermittlung der Täter. Bei ihnen handelt es sich um jene Männer, einen 22-jährigen Wohnsitzlosen und seinen 31-Jährigen Begleiter aus Frankfurt, die sich am Abend des Tattages, bei einer Fahrzeugkontrolle an der Ecke Miquelallee/Hansaallee aus ihrem roten Nissan Micra heraus, einen Schusswechsel mit Polizeibeamten geliefert hatten und dabei zu Tode kamen. So wurden beide durch die Geschädigten als Täter wiedererkannt, außerdem wurde der Fingerabdruck des 31-Jährigen am Tatort festgestellt. (Manfred Füllhardt/-82116)    ;2004-01-29 15:36:00;POL-F: 040129  109 Frankfurt-Nied: Überfall auf Getränkemarkt  Tatverdächtige überführt.;"https://www.presseportal.de/blaulicht/pm/4970/522476
";False;2004
 Beamte des Soko Mitte haben am vergangenen Dienstagabend in einem Hotelzimmer im Frankfurter Bahnhofsgebiet rund 38 kg Ecstasy sichergestellt. Das ist die bislang größte Sicherstellungsmenge dieses Betäubungsmittels in Frankfurt. Nach Angaben der Ermittler dürfte der Marktwert der etwa 120.000 Tabletten bei rund 1 Mio. Euro liegen.    Der Sicherstellung der Tabletten war die Überprüfung eines 37-jährigen niederländischen Staatsangehörigen dominikanischer Herkunft anlässlich einer gegen 23.30 Uhr im Bahnhofsgebiet durchgeführten Gaststättenkontrolle vorausgegangen. Da sich Zweifel und Unstimmigkeiten bei den durch den Mann vorgelegten Ausweisdokumenten ergaben, wurde dieser mit auf die Dienstelle genommen. Dort wurde schnell festgestellt, dass der Niederländer bereits 1998 wegen Verstoß gegen das Btm-Gesetz in Erscheinung getreten war. Der Verdächtige führte einen Hotelschlüssel mit sich, wollte aber partout nicht seinen Aufenthaltsort nennen. Intensive Ermittlungen führten schließlich zu einem Hotel im Bahnhofsgebiet. Dort hatte der 37-Jährige ein Zimmer. Tatsächlich passte auch der Schlüssel, den der Mann bei sich hatte, zu diesem Zimmer. Die Beamten fanden dort einen Reisekoffer, in dem sich das Ecstasy, verpackt in 54 Päckchen, befand. Ferner wurde ein in der Karlstraße abgestellter Ford Escort mit niederländischem Kennzeichen, der von dem Beschuldigten genutzt wurde, beschlagnahmt.    Bei seiner ersten Befragung gab der Beschuldigte an, mit dem Koffer nichts zu tun zu haben. Das von ihm genutzte Zimmer sei ihm von einem Zufallsbekannten für eine Nacht überlassen worden.    Die Ermittlungen nach mutmaßlichen Mittätern dauern noch an. Der Niederländer wird noch heute dem Haftrichter vorgeführt. (Karlheinz Wagner/-82115).    ;2004-01-29 11:52:00;POL-F: 040129  0108 Bahnhofsgebiet: Größte Sicherstellung in Frankfurt: 37-jähriger Mann mit 38 kg Ecstasy festgenommen.;"https://www.presseportal.de/blaulicht/pm/4970/522300
";False;2004
 Die Polizei fahndet nach einem etwa 50 Jahre alten, ca. 165cm großen Mann mit weißen Haaren sowie einem auffälligen Leberfleck oder einer Warze auf dem rechten Nasenflügel, der sich in den gestrigen Nachmittagsstunden in der Hanauer Landstraße vor dem Tor einer Grundschule/Kindertagesstätte Kindern in exhibitionistischer Weise gezeigt haben soll. Der Täter hatte gegen 15.30 Uhr im Hof befindlichen Mädchen im Alter zwischen sieben und dreizehn Jahren auf sich aufmerksam gemacht und zum Tor gewinkt. Als die Kinder sich dort versammelt hatten, öffnete der Mann seine Hose und manipulierte an seinem Unterleib. Die Mädchen liefen weg und verständigten eine Betreuerin, deren Nachschau jedoch erfolglos blieb.(Karlheinz Wagner/ -82115). Bereitschaft: Manfred Feist, Tel. 069/50058820 oder 0177/2146141 ;2004-01-28 13:09:00;POL-F: 040128  0107 Ostend: Exhibitionist vor Kindern.;"https://www.presseportal.de/blaulicht/pm/4970/521949
";False;2004
 Weil er mit einem Gullydeckel die Schaufensterscheibe einer Drogeriefiliale in der Leipziger Straße eingeworfen haben soll und anschließend aus der Auslage div. Kosmetika und Parfümerieartikel stahl, nahmen heute kurz nach Mitternacht zwei Mitarbeiter eines Bewachungsunternehmens einen 35-jährigen Mann fest und übergaben ihn einer herbeigerufenen Streife des 13. Polizeireviers.    Die beiden Wachleute hatten den Tatverdächtigen zuvor beobachtet, wie er mehrfach in die Auslagen des Geschäftes blickte, aber danach immer wieder verschwand. Wenig später jedoch vernahmen die Männer einen lauten Schlag und hörten Glas splittern. Als sie um die Ecke bogen, sahen sie den 35-Jährigen, wie dieser mit einem Bein in der demolierten Schaufenster stand und Waren in einer Papiertüte verstaute. Nach kurzer Flucht und Widerstand konnten die Wachleute den mutmaßlichen Dieb überwältigen. Bereits seit einem halben Jahr waren bei mehreren Filialen der Drogeriekette in etwa 30 Fällen die Schaufensterscheiben mit Gullydeckeln eingeworfen worden. Bei einigen Taten wurden auch Gegenstände aus den Auslagen gestohlen. Dies war auch der Grund, weshalb das Unternehmen besonders gefährdete Objekte in letzter Zeit durch ein Bewachungsunternehmen schützen ließ. Bei der Polizei ist der wohnsitzlose und drogenabhängige 35-Jährige bereits hinlänglich bekannt, hauptsächlich wegen Ladendiebstahls sowie Btm-Delikte.(Karlheinz Wagner/ -82115). ;2004-01-28 13:09:00;POL-F: 040128  0107 Bockenheim: Gullydeckelwerfer festgenommen.;"https://www.presseportal.de/blaulicht/pm/4970/521948
";False;2004
 In den frühen Morgenstunden des 27.01.2004 wurde ein Mann aus Büdingen und ein Frankfurter gegen 03:50 Uhr in der Frankfurter Innenstadt Opfer eines Straßenraubes. Im Rahmen der späteren polizeilichen Fahndungsmaßnahmen konnten zwei der drei Täter ergriffen und die Beute sichergestellt werden. Der Dritte wird noch gesucht.    Nach den bisherigen polizeilichen Ermittlungen traf der 38-jährige Geschädigte aus Büdingen an der Konstablerwache auf seine Angreifer. Diese zwangen ihn, mit zur Toilettenanlage der dortigen B-Ebene zu gehen. Hier befand sich bereits ein 36-jähriger Frankfurter, der spätere zweite Geschädigte. Dieser wurde auf die Situation aufmerksam, als die Täter auf den Büdinger einschlugen und traten. Als der Frankfurter die Aggressoren ansprach, wurde auch er bedroht. Ihm gelang jedoch die Flucht aus der Toilettenanlage. Danach wurde dem ersten Geschädigten von den Tätern die Geldbörse entwendet, bevor sie die Verfolgung des zweiten Opfers aufnahmen. Der dritte Räuber soll sich zu diesem Zeitpunkt in entgegengesetzter Richtung entfernt haben. Die beiden Haupttäter konnten vor der Taxihaltestelle Konstablerwache ihr Opfer, den 36-jährigen, einholen. Im Verlaufe der Auseinandersetzung muss einer der Täter dem sich wehrenden Geschädigten mit einem scharfen Gegenstand eine Schnittverletzung am Handrücken und eine weitere im rechten Rückenbereich zugefügt haben. Er musste später in ein Krankenhaus eingeliefert werden, wo er stationär aufgenommen wurde. Lebensgefahr besteht nicht. Während ein Taxifahrer dem hilfesuchenden Geschädigten die Mitnahme im Taxi durch Herunterdrücken der Sicherungsknöpfe verweigert haben soll, wurde dem Geschädigten von einem zweiten Taxifahrer geholfen. Noch in unmittelbarer Tatortnähe sah der Verletzte eine Polizeistreife, die sofort Fahndungsmaßnahmen einleitete. Gemeinsam mit dem Überfallenen wurden die Täter mit blutverschmierten Händen und blutverschmierter Bekleidung noch in Tatortnähe auf der Kurt-Schumacher Straße/Battonstraße zweifelsfrei wiedererkannt und festgenommen. Es handelt sich bei dem einen Beschuldigten um einen 29-jährigen Algerier, der im thüringischen Mühlhausen wohnen will. Bei ihm konnte noch die Beute, das Portemonnaie und der Schwerbehindertenausweis des ersten Geschädigten, aufgefunden werden. Ohne festen Wohnsitz in Deutschland ist der 14-jährige Mittäter, ebenfalls algerischer Nationalität. Die beiden Festgenommenen sind polizeilich hinreichend bekannt, überwiegend wegen Verstößen gegen das Betäubungsmittelgesetz. Der 14-Jährige will sich nach eigenen Angaben seit sechs Monaten in Deutschland aufhalten und ist angeblich über Italien und Stuttgart nach Frankfurt gekommen. Er hat keinerlei familiäre Bindung und will sich überwiegend an der Konstablerwache aufgehalten haben. Beide Beschuldigte werden heute der Staatsanwaltschaft überstellt.    Das in diesem Fall ermittelnde Fachkommissariat 14, zuständig für Straßenraubdelikte, sucht zur endgültigen Klärung des Tatablaufs noch weitere Zeugen, insbesondere Taxifahrer, die sich zum Tatzeitpunkt an der Konstablerwache aufgehalten haben. Diese werden gebeten, sich unter der Ruf-Nr. 755-51408 oder bei jeder anderen Polizeidienststelle zu melden. (Jürgen Linker/ -82111). ;2004-01-28 13:06:00;POL-F: 040128  0106 Innenstadt: Raubopfer mit Messerstichen verletzt  Täter festgenommen;"https://www.presseportal.de/blaulicht/pm/4970/521946
";False;2004
 040128  0105 Hansaallee/Miquelallee: Bei Fahrzeugüberprüfung Schüsse auf Polizeibeamte    Am 27.01.2004, gegen 22.10 Uhr, hielt eine Zivilstreife der Polizei im Bereich Miquelallee/Hansaallee einen roten Nissan-Micra mit Friedberger Kennzeichen an, um eine Kontrolle durchzuführen. Die beiden Polizeibeamten verlangten von den beiden im Fahrzeug sitzenden Männern die Papiere. Schon kurz darauf wurde grundlos aus dem Fahrzeug heraus auf die Beamten geschossen. Einer der Beamten erlitt hierbei eine Schussverletzung an der Schulter. Durch die Beamten wurden die Schüsse erwidert, wobei der Fahrer des Nissan tödlich verletzt wurde. Sein Beifahrer erlitt schwere Verletzungen. Er verstarb kurze Zeit später in einem Frankfurter Krankenhaus. Über die Identität der beiden Männer kann im Moment noch nichts gesagt werden. Im unmittelbaren Tatortsbereich fand man zwei scharfe Schusswaffen. Ab sofort werden die weiteren Ermittlungen durch das Hessische Landeskriminalamt weiter geführt. (Franz Winkler) ;2004-01-28 00:16:00;POL-F: Polizeipressebericht vom 28.01.2004 Hansaallee/Miquelallee: Bei Fahrzeugüberprüfung Schüsse auf Polizeibeamte;"https://www.presseportal.de/blaulicht/pm/4970/521731
";False;2004
" Das Polizeipräsidium Osthessen bittet um Veröffentlichung folgender Meldung: - presse - INFO  -  Polizeipräsidium Osthessen  -  INFO -presse -    Ansprechpartner: KHK Matthias Heim - KOK Martin Schäfer - PK Heil Tel.:  0661/105-1011  -  Fax: 0661/105-1019 e-mail: pressestelle@polizei-osthessen.de 27. Januar 2004 Durch Ski-Lift auf der Wasserkuppe schwer verletzt    Poppenhausen (Wasserkuppe/Rhön) - Während der Schleppfahrt mit einem Ski-Lift hat sich gestern am Montagnachmittag eine 42-jährige Frau aus Hofbieber schwer verletzt. Die Polizei sucht dringend Zeugen, da der Vorfall von weiteren Skifahrern gesehen worden dürfte.    Nur 10 Meter hinter der Talstation kam der Skifahrerin auf ihrer Liftspur ein Bügel mit ausgefahrenem Seil auf dem Boden schlenkernd entgegen und erfasste die Beine und Skier der Frau. Von den beiden Bügeln in entgegengesetzte Richtungen wurde sie nun etwa 150 cm auseinandergezerrt und hoch gehoben. Nachdem ein Seil des Ankerliftes riss, fiel sie zu Boden und zog sich dabei eine schwere Lendenwirbelfraktur zu. Nach notärztlicher Behandlung musste sie im Klinikum Fulda operiert werden.    Nach ersten Ermittlungen waren zum Unfallzeitpunkt sehr viele skifahrende Gäste aus dem Rhein-Main-Gebiet (Kennzeichen der Autos mit ""F"" und ""OF"" beginnend) auf der Skipiste der Märchenwiese anwesend. Die Polizei in Fulda bittet dringend um Unterstützung bei der Aufklärung des Unfallgeschehens und bittet alle Skifahrer, die am Montagnachmittag anwesend waren, sich umgehend bei der Polizei zu melden. Hinweise bitte an das Polizeipräsidium Osthessen unter Tel.: 0661/1050 oder der Polizeistation Hilders unter der Telefonnummer: 06681/96120 Wolfgang Heil, Pressesprecher ";2004-01-27 15:52:00;POL-F: Polizeibericht des Polizeipräsidiums Osthessen vom 27. Jan. 2004 Skiunfall auf der Wasserkuppe - Zeugensuche;"https://www.presseportal.de/blaulicht/pm/4970/521696
";False;2004
 Am Montag, den 26. Januar 2004, gegen 15.40 Uhr befand sich ein 3-jähriges Mädchen zusammen mit mehreren anderen Kindern auf dem umzäunten Außengelände einer Kindertagesstätte im Behördenzentrum in der Gutleutstraße. Wie später ermittelt werden konnte, hatte die 3-Jährige zusammen mit weiteren Kindern am Zaun Holzstämme aufeinandergestapelt. Die Holzstämme dienten dort als Sitzgelegenheiten. So war es dem Mädchen gelungen, den rund 120 cm hohen Zaun zu übersteigen. Wie es dann zum Sturz in den angrenzenden Teich des Behördenzentrums kam, ist bislang noch nicht geklärt. Durch die Schreie der Kinder waren die Betreuer auf die Situation aufmerksam geworden. Ein 31-jähriger Passant, der zum Zeitpunkt des Eintreffens der Streife nicht mehr vor Ort war, sah das Kind in dem Teich und zog es heraus. Die Beamten nahmen das völlig durchnässte Kind anschließemd mit auf die angrenzende Wache und verständigten den Notarzt sowie die Erziehungsberechtigte. Das Mädchen wurde dann zur weiteren Behandlung in ein Krankenhaus verbracht. (Manfred Füllhardt/-82116)    Rufbereitschaft: Herr Winkler, Tel.: 06182-60915 oder 0172-6709290. ;2004-01-27 12:15:00;POL-F: 040127  0104 Frankfurt-Gutleutviertel: Kind stürzt in Teich.;"https://www.presseportal.de/blaulicht/pm/4970/521536
";False;2004
