Hauptartikel;Timestamp;Ueberschrift;Link;Old;Year
 Im Rahmen einer Streife beobachteten Beamte der SOKO-Süd am 31. Januar 2005, kurz nach Mitternacht einen Mann, der mit seinem Fahrrad in auffälliger Weise die Bolongarostraße befuhr und sich für dortige Geschäfte interessierte. Danach wurde er beobachtet, als er zu Fuß den Bereich der Höchster Altstadt durchquerte. Hin und wieder machte er sich kurz an verschiedenen Objekten zu schaffen, jedoch ohne Erfolg. Gegen 02.45 Uhr sahen die Beamten, wie es ihm gelang, eine unverschlossene Tür eines Schnellrestaurants in der Königsteiner Straße zu öffnen und in den Gastraum zu gehen. Als er die Beamten sah, flüchtete er in die Küche. Dort wurde er festgenommen. In seinem Besitz hatte er div. Werkzeuge, mit denen er bereits in der Kürze eine Kassenschublade aufgehebelt hatte. Weiterhin fand man bei ihm eine größere Menge Münzgeld (teilweise gerollt), was jedoch nicht aus dem Schnellrestaurant stammte. Die Ermittlungen dauern an. Der Beschuldigte, ein 25-jähriger aus dem ehemaligen Jugoslawien, wohnhaft in Frankfurt, wurde nach seiner Vernehmung wieder entlassen. (Franz Winkler/-82114) ;2005-01-31 12:13:00;POL-F: 050131  107 Frankfurt-Höchst: Einbrecher auf frischer Tat erwischt;"https://www.presseportal.de/blaulicht/pm/4970/642751
";False;2005
 Am Sonntag, dem 30. Januar 2005, gegen 17.30 Uhr, waren drei chinesische Messebesucher (eine 21-jährige Frau und zwei Männer 27 und 36 Jahre alt) zu Fuß in Sachsenhausen unterwegs. Sie benutzten den Gehweg vom Lokalbahnhof kommend in Richtung Affentorplatz. Hier wurden sie von drei Unbekannten (eine Frau und zwei Männer) angehalten und unter Vorhalten einer Polizeimarke einer Kontrolle unterzogen.    Nach der Kontrolle  die falschen Polizeibeamten hatte sich zwischenzeitlich wieder in Richtung Darmstädter Landstraße entfernt  stellten die Kontrollierten den Verlust von Bargeld fest. Ihnen wurden insgesamt 1.900.- US-Dollar und 200.- Euro entwendet.    Die Täter werden wie folgt beschrieben:    Junge Frau, 175 cm groß, schulterlange blonde Haare, schlank.    Täter 2: 180 cm groß, dunkelblond, 20-30 Jahre alt.    Täter 3: 165 cm groß, etwa 25 Jahre alt, rundliches Gesicht, kräftige Figur. Im Rahmen der Anzeigenaufnahme konnten die Opfer einen der Täter (Nr. 3) auf einem Lichtbild wiedererkennen. Die Ermittlungen dauern an. (Manfred Vonhausen/-82113) ;2005-01-31 11:25:00;POL-F: 050131  106 Frankfurt-Sachsenhausen: Zwei chinesische Messebesucher  von falschen Polizeibeamten bestohlen;"https://www.presseportal.de/blaulicht/pm/4970/642694
";False;2005
 Gestern Mittag, gegen 13.00 Uhr, wurde ein 46-jähriger Japaner im Bereich der Fahrgasse von einer jungen Frau angesprochen und um Hilfe beim Lesen eines Stadtplanes gebeten. Als auf Bitten der Frau dann noch ein Erinnerungsfoto gemacht werden sollte, erschienen zwei Männer, die sich als Polizeibeamte ausgaben und eine Durchsicht der Geldbörsen auf Falschgeld anordneten. Nachdem der Japaner seine Geldbörse wieder ausgehändigt bekommen hatte, stellte er beim späteren Nachzählen den Verlust von acht 10.000.- Yenscheinen und einem 50.- Euroschein fest.    Die Täter werden wie folgt beschrieben:    Täter 1: Junge Frau, ca. 20-25 Jahre alt, 170 cm groß, schlank, blonde, lange Haare, Pferdeschwanz, braune Augen. Sie war mit einem braunen Mantel und einer dunklen Jeans bekleidet und trug eine Handtasche.    Täter 2: Etwa 40-50 Jahre alt, 165 cm groß, kräftige Statur, dunkle Augenbrauen, leichter Vollbart. Täter 3: 30 Jahre alt, 180 cm groß, schlank, ungepflegter Dreitagebart. (Manfred Vonhausen/-82113) ;2005-01-31 11:24:00;POL-F: 050131  105 Frankfurt-Altstadt: Falsche Polizisten bestehlen japanischen Touristen;"https://www.presseportal.de/blaulicht/pm/4970/642693
";False;2005
 050130  101 Innenstadt: Flammen in der Schnitzelbude    Entflammendes Fett hat am vergangenen Freitag gegen 14.47 Uhr auf dem Schillermarkt am Eschenheimer Turm in einer fahrbaren Schnitzelbude einen Brand verursacht. Es entstand ein Sachschaden in Höhe von rund 2000,-Euro. Das Feuer wurde von der Feuerwehr gelöscht.    Nach polizeilichen Feststellungen hatte es der 57jährige Betreiber des Standes vor dem Erhitzen offenbar unterlassen, die Schnitzelpfanne zu reinigen. An der Außenseite der Pfanne befanden sich Fettreste, die sich durch das Einschalten des Gasbrenners entzündeten.    Erschreckt wurden viele, verletzt wurde niemand. (Manfred Feist/-82110) 050130  102 Sachsenhausen: Kellerbrand    Rund 10.000,-Euro Sachschaden verursachte am vergangenen Freitag gegen 18.55 Uhr ein Feuer im Keller des Hauses Gutzkowstraße 77.    Die Brandursache ist bislang unklar. Das Feuer wurde von der Feuerwehr gelöscht. Wegen des Gasanschlusses im Gebäude und der starken Rauchentwicklung im Hausflur musste zunächst das mehrstöckige Wohnhaus komplett evakuiert werden. Personen wurden nicht verletzt.    Die Ermittlungen zur Feststellung der Brandursache wurden aufgenommen. (Manfred Feist/-82117)050130  103 Flughafen: Taxifahrer verunglückt    Schwere Verletzungen zog sich am vergangenen Samstag ein 47jähriger Taxifahrer bei einem Unfall am Flughafen zu.    Der Taxifahrer befuhr gegen 01.13 Uhr den Hugo-Eckener-Ring aus Richtung Terminal 2 kommend in Richtung Westen. Kurz vor der Abfahrt zur Nordpassage kam er aus bislang ungeklärter Ursache auf gerader Strecke nach rechts von der Fahrbahn ab und prallte seitlich gegen einen neben der Fahrbahn stehenden Betonträger der Autobahnbeschilderung. Der Fahrer soll nicht angeschnallt gewesen sein. Er musste von der Flughafen-Feuerwehr aus seiner Droschke befreit werden. Nach Erstversorgung wurde er stationär in einer Klinik aufgenommen. Am Fahrzeug des 47jährigen Mannes entstand erheblicher Sachschaden. (Manfred Feist/-82110) 050130  104 Innenstadt: Fußgängerin prallte gegen Strab    Mit Verdacht auf einen Oberschenkelhalsbruch musste am vergangenen Samstag eine 63jährige Frankfurterin in eine Klinik eingeliefert werden.    Die Frau, so die polizeilichen Ermittlungen, war gegen 14.05 Uhr beim Versuch, die Battonnstraße zwischen im Rückstau wartenden Pkw zu überqueren, gegen eine ankommende Straßenbahn gelaufen. Nach dem Anprall wurde sie zunächst gegen einen stehenden Mercedes geworfen. Weil sich aber der Riemen ihrer Handtasche im Fahrwerk der Straßenbahn verfangen hatte, wurde sie noch 3 bis 4 Meter weit mitgeschleift, bis der Zug zum Stillstand kam.    An der Strab entstand kein Schaden, der Schaden am Mercedes wurde auf etwa 500,-Euro geschätzt. (Manfred Feist/-82117) Wochenend-Bereitschaft bis 31.1.2005, 07.30 Uhr: Manfred Feist;2005-01-30 10:12:00;POL-F: Pressebericht PP Frankfurt am Main vom 30.1.2005;"https://www.presseportal.de/blaulicht/pm/4970/642477
";False;2005
 050128  100 Fahndungserfolg: Taxifahrer entdeckt Taxiräuber    Dank der Aufmerksamkeit eines Frankfurter Taxifahrers (52) konnte heute Mittag in Bockenheim ein Taxiräuber gestellt und festgenommen werden. Er saß noch in der von ihm geraubten Droschke, leistete keinen Widerstand und zeigte sich sofort geständig.    Nach dem bisherigen Ermittlungsstand hatte sich der Tatverdächtige, ein 21-jähriger Litauer, heute gegen 09.00 Uhr von der Hauptwache aus nach Gießen und von dort aus wieder zurück nach Frankfurt fahren lassen. Hier angekommen erklärte er dem Taxifahrer (52) , dass er den Fahrpreis in Höhe von 195,-Euro nicht bezahlen könne.    Daraufhin steuerte der Fahrer gegen 11.25 Uhr den Wiesenhüttenplatz an, weil er der (irrigen) Meinung war, dass sich dort das 4. Polizeirevier befindet. Er wollte die Personalien des faulen Kunden feststellen lassen. Vor dem Gebäude der ehemaligen Dienststelle stieg er aus. Der Täter ebenso. Als der Fahrer kurz danach erkannte, dass sich in dem Gebäude keine Polizeidienststelle mehr befindet, ging er zu seinem Wagen zurück, wurde hier vom Täter mit einem Messer bedroht und musste dann mit ansehen, dass sein bewaffneter Fahrgast hinterm Steuer Platz nahm. Anschließend sah der Taxifahrer seinen Mercedes, dessen Schlüssel im Zündschloss gesteckt hatte, in Richtung Gutleutstraße davon rollen.    Die Polizei löste wenig später eine Ringfahndung aus. In die Fahndungsmaßnahmen wurden auch die Frankfurter Taxizentralen eingebunden und um Unterstützung gebeten.    Mit Erfolg:    ein Kollege des Überfallenen entdeckte das Taxi gegen 13.00 Uhr in der Adalbertstraße, fuhr ihm nach und alarmierte die Polizei. Beamte des 13. Reviers waren sofort zur Stelle. Der Täter stoppte das Auto. Sekunden später klickten die Handschellen.    Der wohnsitzlose Litauer, unter anderem bereits wegen Verstoß gegen das Waffengesetz polizeilich in Erscheinung getreten, wird dem Haftrichter überstellt.    Das Taxi wurde dem rechtmäßigen Besitzer zurück gegeben und rollt bereits wieder durch Frankfurts Straßen.... (Manfred Feist/-82117) ;2005-01-28 15:10:00;POL-F: Nachmittagsmeldung PP Frankfurt am Main vom 28.1.2005;"https://www.presseportal.de/blaulicht/pm/4970/642286
";False;2005
 050128  95 Innenstadt: Passant mit Messer bedroht und beraubt    Gestern Abend, gegen 21.10 Uhr, war ein 39-jähriger Mann aus Brachttal zu Fuß auf der Brönnerstraße unterwegs. Etwa in Höhe des Anwesens Nr. 28 wurde er von drei Personen angesprochen und nach Kleingeld zum telefonieren gefragt. Als er daraufhin seine Geldbörse hervorholte und nach Kleingeld suchte, hielt ihm einer der Männer ein etwa 10 cm langes Messer vor den Körper, sagte Her damit und riss ihm die Geldbörse mit ca. 1.200.- Euro aus der Hand. Anschließend flüchteten die Täter in verschiedene Richtungen.    Die Fahndung nach ihnen verlief ergebnislos.    Der Haupttäter wird beschrieben als ca. 25  30 Jahre alt, 180 cm groß, mit dunklen halblangen Haaren und normaler Figur. Er war mit einer dunklen Winterjacke bekleidet.    Von den Mittätern liegen keine genauen Beschreibungen vor. (Manfred Vonhausen/-82113) 050128  96 Innenstadt: Junge Frau wurde Opfer eines Handtaschenräubers    Auf dem Weg nach Hause befand sich gestern Abend, gegen 20.05 Uhr, eine 27-jährige Frankfurterin. Sie lief auf dem Gehweg der Zeil in Richtung Zoo. Kurz nach der Einmündung Seilerstraße näherte sich ihr von hinten ein Unbekannter und entriss ihr trotz heftiger Gegenwehr ihre Handtasche (Inhalt: ca. 45.- Euro Bargeld und diverse persönliche Gegenstände). Anschließend flüchtete er über die Seilerstraße in einen nahegelegenen Park. Das Opfer nahm zwar noch kurz die Verfolgung auf, brach am Eingang des Parks jedoch ab.    Die Fahndung nach dem Räuber verlief ergebnislos. (Manfred Vonhausen/-82113) 050128  97 Westend: Schüler auf dem Nachhauseweg beraubt    Ein 13-jähriger Schüler aus Frankfurt war gestern am frühen Abend, gegen 18.50 Uhr, auf dem Weg nach Hause. Er benutzte zunächst die U 1 bis zur Haltestelle Dornbusch. Von dort aus lief er zu Fuß in Richtung Hansaallee weiter. Etwa in Höhe des Altenheims Am Grünhof wurde er auf drei Jugendliche aufmerksam, die ihn offenbar verfolgten. Aus diesem Grund fing der 13-Jährige an zu rennen. Seine Verfolger erhöhten nun auch ihr Tempo und hatten den Flüchtenden in Höhe der Tiefgarageneinfahrt Hansaallee 128 eingeholt. Dort drängten sie ihn in die Garageneinfahrt und nahmen ihm  trotz erheblicher Gegenwehr  seinen MP 3-Player ab. Dann flüchteten sie mit ihrer Beute (Wert etwa 70.- Euro) in Richtung Platenstraße.    Die Täter werden als 15  16 Jahre alt und dunkelhäutig beschrieben. Die Fahndung nach ihnen verlief negativ. (Manfred Vonhausen/-82113) 050128  98 Sachsenhausen: Nachtrag zu unserer Meldung Nr. 73 vom 23.01.2005  Handgranate explodierte zwischen Wohnblocks  Täter festgenommen    Einem aufmerksamen Zeugen und den intensiven Ermittlungen des K 22 ist es zu verdanken, dass gestern Nachmittag ein Tatverdächtiger in seiner Wohnung vorübergehend festgenommen werden konnte. Es handelt sich hierbei um einen 36-jährigen in Frankfurt am Main lebenden Bosnier.    Bei seiner Vernehmung gab er die Tat zu. Als Grund gab er an, er habe die Handgranate im alkoholisierten Zustand ausprobieren wollen und diese aus dem Fenster zwischen die Wohnblocks geworfen. Die Granate selbst habe er vor ca. 10 Jahren auf einem Flohmarkt in Bosnien für 5.- DM erworben.    Der Mann wurde nach seiner Vernehmung wieder auf freien Fuß gesetzt. (Manfred Vonhausen/-82113)    050128  99 Polizeipräsidium: Was Polizisten sich so wünschen....    Wenns doch nur immer so wäre:    Donnerstag, 27.1.2005, 10.45 Uhr, Polizeimeister-Kaspar-Straße, Eingang Nord des Präsidiums.    Ein junger Mann spricht vor, begibt sich zur Wache der Direktion Sonderdienste (D500) und erklärt, dass er wahrscheinlich gesucht wird. Vermutlich liegt ein Haftbefehl gegen mich vor, meint Sadettin A. (28, Probleme: Drogenkonsument, mehrere Dutzend Falldaten im Polizeicomputer, zur Zeit ohne festen Wohnsitz) und das will er jetzt mal nachprüfen lassen.    Dem Manne kann sofort geholfen werden. Dabei kommt raus: seine Angaben sind nicht ganz falsch, aber auch nicht ganz korrekt.    Denn nicht e i n Haftbefehl, sondern gleich fünf an der Zahl liegen gegen ihn vor. Drei Vollstreckungshaftbefehle wegen Drogendelikten sowie ein U-Haftbefehl wegen Verstoß gegen das Waffengesetz und noch ein U-Haftbefehl wegen eines weiteren Drogendeliktes.    Die Beamten: Dann bleiben Sie mal hier...!, womit sich immerhin eines seiner Probleme, das der Wohnsitzlosigkeit, vorübergehend erledigt haben dürfte. (Manfred Feist/-82117) ;2005-01-28 11:28:00;POL-F: Pressebericht PP Frankfurt am Main vom 28.1.2005;"https://www.presseportal.de/blaulicht/pm/4970/642104
";False;2005
 Heute Mittag, gegen 12.30 Uhr, klingelte es an der Wohnungstür eines 83-jährigen stark gehbehinderten Mannes in der Meerholzer Straße in Fechenheim. Der Mann hielt sich zu diesem Zeitpunkt alleine in seiner Wohnung auf, seine Ehefrau war einkaufen.    Auf Nachfrage gab der Unbekannte an, er sei vom Ordnungsamt und müsse etwas kontrollieren. Daraufhin ließ ihn der alte Mann ein. Hier nun sagte der Mann, er sei von der Polizei und forderte den Rentner auf, seine Bargeldbestände zu überprüfen. Als dieser dann einen braunen Umschlag mit ca. 1.200.- Euro hervorholte, nahm der Unbekannte den Umschlag an sich, rannte aus dem Zimmer, verschloss es von außen und flüchtete aus der Wohnung. Der Geschädigte konnte aus seinem Fenster noch sehen, wie der Unbekannte in Richtung Wächtersbacher Straße davonlief.    Erst 40 Minuten später kam die Ehefrau vom Einkaufen nach Hause und befreite ihren Mann aus dem verschlossenen Zimmer.    Der Unbekannte wird wie folgt beschrieben:    30  35 Jahre alt, 170  175 cm groß, normale Figur, dunkle normal lange leicht gelockte Haare, gepflegte Erscheinung. Er trug eine dunkelbraune Lederjacke und Blue Jeans. (Manfred Vonhausen/-82113) ;2005-01-27 16:23:00;POL-F: 050127  94 Fechenheim: 83-jähriger Rentner von falschem Polizeibeamten in seiner Wohnung bestohlen;"https://www.presseportal.de/blaulicht/pm/4970/641888
";False;2005
 Zwei bislang unbekannte Täterinnen haben am Mittwochnachmittag in der Bockenheimer Blanchardstraße eine 97jährige Rentnerin überfallen und ausgeraubt. Die Frau kam gegen 15.45 Uhr nach Hause. Als sie gerade die Haustür aufschloss, trat die erste Täterin an sie heran und wollte unter einem Vorwand mit ins Haus. Nachdem die Rentnerin nicht darauf einging, kam plötzlich eine zweite Täterin hinzu, riss ihr die Handtasche von der Schulter, öffnete diese und entwendete die Geldbörse mit rund 100,-Euro.    Anschließend flüchteten die beiden Räuberinnen in unbekannte Richtung. Die Handtasche der Überfallenen ließen sie auf dem Gehweg vor dem Haus zurück. Die 97jährige Frau wurde nicht verletzt.    Täterbeschreibung:    1. Täterin etwa 35 Jahre alt, dunkel gekleidet, trug einen schwarzen Hut 2. Täterin war mit einem beigem Mantel bekleidet.    Fahndungsmaßnahmen verliefen bisher ohne Erfolg. (Manfred Feist/-82117) ;2005-01-27 11:51:00;POL-F: 050127  93 Bockenheim: 97jährige Frau überfallen;"https://www.presseportal.de/blaulicht/pm/4970/641678
";False;2005
 Am Mittwoch, dem 26. Januar 2005, gegen 19.10 Uhr, betrat ein zunächst Unbekannter ein Sonnenstudio in der Gronauer Straße in Bornheim. Die dort zu diesem Zeitpunkt alleine anwesende 45-jährige Angestellte bedrohte er mit einem Küchenmesser. Mit den Worten: Gibst du mir Geld! forderte er die Herausgabe der Barschaft. Die 45-Jährige erwiderte, kein Geld zu haben. Als sich die Tür öffnete und eine Kundin den Laden betrat, flüchtete der Täter ohne Beute.    Nur etwa fünf Minuten später wurde eine Funkstreife in die Berger Straße beordert, da dort ein Mann Passanten belästige. Auf die dort angetroffene Person passte die Beschreibung aus dem Sonnenstudio sehr genau, weswegen der 44-jährige Frankfurter festgenommen wurde. Der Beschuldigte, der durch die Angestellte identifiziert wurde, führte noch das Küchenmesser mit sich. (Manfred Füllhardt/-82116) ;2005-01-27 11:49:00;POL-F: 050127  92 Frankfurt-Bornheim: Versuchter Raub in Sonnenstudio  Festnahme eines Tatverdächtigen ;"https://www.presseportal.de/blaulicht/pm/4970/641677
";False;2005
 Am Dienstag, dem 25. Januar 2005, gegen 09.55 Uhr, war eine Funkstreife des 12. Polizeireviers auf einer Einsatzfahrt. Der Melder einer Bank hatte ausgelöst, weswegen Martinshorn und Blaulicht eingeschaltet waren. Wie sich später herausstellte, handelte es sich um einen Fehlalarm.    Zu dem genannten Zeitpunkt war die 34-jährige Polizeibeamtin zusammen mit ihrem Kollegen unterwegs auf der Hügelstraße von der Eschersheimer Landstraße kommend, in Fahrtrichtung Jean-Monet-Straße. Mit ihrem Opel Vectra wollten sie die Jean-Monet-Straße überqueren.    Zum gleichen Zeitpunkt war ein 34-jähriger Frankfurter mit seinem Mercedes der E-Klasse von der Abfahrt der A661 unterwegs in Richtung der Jean-Monet-Straße.    Nachdem der Vectra mit den Sondersignalen in die Kreuzung eingefahren war, kam es hier zum Zusammenstoß mit dem Mercedes, der gegen die linke Fahrzeugseite des Opel prallte. Dabei wurde die 34- jährige Polizeibeamtin leicht verletzt.    Der Sachschaden an dem Opel beziffert sich auf etwa 10.000 Euro, an dem Mercedes auf etwa 5.000 Euro. (Manfred Füllhardt/-82116) ;2005-01-27 11:48:00;POL-F: 050127  91 Frankfurt-Dornbusch: Verkehrsunfall mit Dienst-Pkw;"https://www.presseportal.de/blaulicht/pm/4970/641674
";False;2005
 Ein oder mehrere bislang Unbekannte schossen am Dienstag, den 25. Januar 2005, in der Zeit zwischen 21.15 Uhr und 21.20 Uhr auf insgesamt drei Wohnungen im Frankfurter Stadtteil Harheim.    Zwei der Wohnungen liegen in einem Mehrfamilienhaus in der Philipp- Schnell-Straße, die dritte Wohnung liegt in einem Mehrfamilienhaus in der Straße In den Biegen. In allen drei Fällen dürften der oder die Schützen aus Richtung der Nidda geschossen haben. Beschädigt wurden jeweils Fenster bzw. Läden der betroffenen Wohnungen. Personen wurden nicht verletzt. Der Gesamtsachschaden beziffert sich auf etwa 2.000 Euro. Die Mieter hatten sich zwar in den hell erleuchteten Räumen aufgehalten, die Munition durchschlug jedoch nicht die Doppelverglasung. Am Haus in der Philipp-Schnell-Straße wurden an verschiedenen Fenstern insgesamt sieben Einschüsse registriert, In den Biegen wurde an einem Fenster ein Einschussloch festgestellt.    Bei den vorgefundenen Projektilen dürfte es sich um Munition für ein Luftgewehr handeln. Benutzt wurden Rundkugeln mit einem Durchmesser von 4,5 Millimetern. Die Polizei bittet Zeugen, die sachdienliche Hinweise zu dem Vorkommnis geben können, sich mit dem 15. Polizeirevier unter der Rufnummer 069-75511563 in Verbindung zu setzen. (Manfred Füllhardt/-82116) ;2005-01-26 15:31:00;POL-F: 050126  90 Frankfurt-Harheim: Unbekannter schießt auf Wohnungen;"https://www.presseportal.de/blaulicht/pm/4970/641422
";False;2005
