Hauptartikel;Timestamp;Ueberschrift;Link;Old;Year;Ort;Sekundaerer Ort;Loc1;Loc2;Loc3;Loc4;Author;Author2;Ueberschrift_clean;Ueberschrift_lem;Ueberschrift_lem_no_stop;Ueberschrift_split;Ueberschrift_clean2;Ueberschrift_lem2;Ueberschrift_lem_clean2;Ueberschrift_lem_clean_no_stop;Ueberschrift_kombi;Hauptartikel_clean;Hauptartikel_lem;Hauptartikel_lemm_clean;Hauptartikel_lem_clean_no_stop
" (em) Gestern Nachmittag (29.01.2019) hat ein Unbekannter eine Kiosk-Mitarbeiterin mit dem Messer bedroht, um Geld zu erbeuten. Die Kriminalpolizei sucht nun Zeugen. Gegen 15.00 Uhr betrat der maskierte Täter in der Rhönstraße den Kiosk. Er bedrohte mit einem Messer die 45-jährige Mitarbeiterin und forderte die Herausgabe von Bargeld. Die 45-Jährige war gerade am Telefonieren und rief laut ""Polizei"" in den Hörer. Dies schreckte den Unbekannten ab, so dass dieser sofort die Flucht ergriff und in Richtung Auerswaldstraße lief. Der Täter kann wie folgt beschrieben werden: männlich, circa 165 - 170 cm groß, schmale Statur, circa 30 Jahre alt, dunkle Augen und bekleidet mit einer schwarzen Maske, einer schwarzen Mütze, einer schwarzen hüftlangen Jacke, einer schwarzen/dunklen Hose sowie schwarzen Halbfinger-Handschuhen. Wer kann Angaben zu dem Vorfall und/oder dem Täter machen? Sachdienliche Hinweise nimmt die Frankfurter Kriminalpolizei unter der Telefonnummer 069/755-51299 entgegen.  ";2019-01-30 14:21:00;:  maskierter mann versucht kiosk auszurauben   zeugen gesucht;"https://www.presseportal.de/blaulicht/pm/4970/4180103
";False;2019;ostend;;ostend;;;;em;;   maskierter mann versucht kiosk auszurauben   zeugen gesucht;    maskiert mann versuchen kiosk ausrauben    zeugen suchen;maskiert versuchen kiosk ausrauben;    Ver Suchen Kiosk                           ;    ver suchen kiosk                           ;     ver suchen kiosk                           ;     ver suchen kiosk                           ;kiosk;kiosk maskiert versuchen kiosk ausrauben;  em  gestern nachmittag   hat ein unbekannter eine kiosk mitarbeiterin mit dem messer bedroht  um geld zu erbeuten  die kriminalpolizei sucht nun zeugen  gegen   uhr betrat der maskierte täter in der rhönstraße den kiosk  er bedrohte mit einem messer die  jährige mitarbeiterin und forderte die herausgabe von bargeld  die  jährige war gerade am telefonieren und rief laut  polizei  in den hörer  dies schreckte den unbekannten ab  so dass dieser sofort die flucht ergriff und in richtung auerswaldstraße lief  der täter kann wie folgt beschrieben werden  männlich  circa       cm groß  schmale statur  circa   jahre alt  dunkle augen und bekleidet mit einer schwarzen maske  einer schwarzen mütze  einer schwarzen hüftlangen jacke  einer schwarzen dunklen hose sowie schwarzen halbfinger handschuhen  wer kann angaben zu dem vorfall und oder dem täter machen  sachdienliche hinweise nimmt die frankfurter kriminalpolizei unter der telefonnummer   entgegen   ;   em   gestern nachmittag    haben einen unbekannt einen kiosk mitarbeiterin mit der messer bedrohen   um geld zu erbeuten   der kriminalpolizei suchen nun zeugen   gegen    uhr betreten der maskieren täter in der rhönstraße der kiosk   ich bedrohen mit einer messer der   jährige mitarbeiterin und fordern der herausgabe von bargeld   der   jährige sein gerade am telefonieren und rufen laut   polizei   in der hörer   dies schrecken der unbekannt ab   so dass dies sofort der fluchen ergreifen und in richtung auerswaldstraße laufen   der täter können wie folgen beschreiben werden   männlich   circa        cm groß   schmal statur   circa    jahre alt   dunkel augen und bekleiden mit einer schwarz maske   einer schwarz mütze   einer schwarz hüftlangen jacke   einer schwarz dunkel hose sowie schwarz halbfinger handschuhen   wer können angaben zu der vorfall und oder der täter machen   sachdienliche hinweise nehmen der frankfurter kriminalpolizei unter der telefonnummer    entgegen   ;   em   gestern nachmittag    haben einen unbekannt einen kiosk mitarbeiterin mit der messer bedrohen   um geld zu erbeuten   der kriminalpolizei suchen nun zeugen   gegen    uhr betreten der maskieren täter in der rhönstraße der kiosk   ich bedrohen mit einer messer der   jährige mitarbeiterin und fordern der herausgabe von bargeld   der   jährige sein gerade am telefonieren und rufen laut   polizei   in der hörer   dies schrecken der unbekannt ab   so dass dies sofort der fluchen ergreifen und in richtung auerswaldstraße laufen   der täter können wie folgen beschreiben werden   männlich   circa        cm groß   schmal statur   circa    jahre alt   dunkel augen und bekleiden mit einer schwarz maske   einer schwarz mütze   einer schwarz hüftlangen jacke   einer schwarz dunkel hose sowie schwarz halbfinger handschuhen   wer können angaben zu der vorfall und oder der täter machen   sachdienliche hinweise nehmen der frankfurter kriminalpolizei unter der telefonnummer    entgegen   ;unbekannt kiosk mitarbeiterin messer bedrohen geld erbeuten betreten maskieren täter rhönstraße kiosk bedrohen messer mitarbeiterin herausgabe bargeld telefonieren rufen hörer schrecken unbekannt fluchen ergreifen richtung auerswaldstraße laufen täter folgen beschreiben männlich cm groß schmal statur jahre dunkel augen bekleiden maske mütze hüftlangen jacke dunkel hose halbfinger handschuhen angaben vorfall täter hinweise
 (ka) Am frühen Dienstagnachmittag nahmen Polizisten einen 31-Jährigen fest, der sich zuvor mit einer Waffe an dem Fenster seiner Wohnung in der Untere Rützelstraße gezeigt hatte. Zeugen meldeten der Polizei, gegen 13.30 Uhr, dass ein Mann an dem Fenster seiner Wohnung mit einer Waffe hantiere. Die herbeigeeilten Beamten nahmen den 31-Jährigen fest und fanden bei der anschließenden Durchsuchung seiner Wohnung ein Federdruckgewehr, welches über kein Magazin und keine Munition verfügte. Bei der Suche nach der Waffe fanden die Polizeibeamte noch etwa ein Gramm Kokain und über 12 Gramm Haschisch. Der 31-Jährige musste zur Ausnüchterung in polizeiliches Gewahrsam genommen werden. Die Ermittlungen gegen ihn wurden aufgenommen.  ;2019-01-30 11:27:00;:   jähriger hantiert mit luftdruckwaffe;"https://www.presseportal.de/blaulicht/pm/4970/4179770
";False;2019;griesheim;;griesheim;;;;ka;;    jähriger hantiert mit luftdruckwaffe;     jährig hantieren mit luftdruckwaffe;hantieren luftdruckwaffe;Han Tieren Luftdruck Waffe                          ;han tieren luftdruck waffe                          ;han tieren luftdruck waffe                          ;han tieren luftdruck waffe                          ;han tieren luftdruck waffe;han tieren luftdruck waffe hantieren luftdruckwaffe;  ka  am frühen dienstagnachmittag nahmen polizisten einen  jährigen fest  der sich zuvor mit einer waffe an dem fenster seiner wohnung in der untere rützelstraße gezeigt hatte  zeugen meldeten der polizei  gegen   uhr  dass ein mann an dem fenster seiner wohnung mit einer waffe hantiere  die herbeigeeilten beamten nahmen den  jährigen fest und fanden bei der anschließenden durchsuchung seiner wohnung ein federdruckgewehr  welches über kein magazin und keine munition verfügte  bei der suche nach der waffe fanden die polizeibeamte noch etwa ein gramm kokain und über   gramm haschisch  der  jährige musste zur ausnüchterung in polizeiliches gewahrsam genommen werden  die ermittlungen gegen ihn wurden aufgenommen   ;   ka   am früh dienstagnachmittag nehmen polizisten ein   jährig fest   der sich zuvor mit einer waffe an der fenster sich wohnung in der untere rützelstraße zeigen haben   zeugen melden der polizei   gegen    uhr   dass einen mann an der fenster sich wohnung mit einer waffe hantieren   der herbeigeeilt beamten nehmen der   jährig fest und finden bei der anschließend durchsuchung sich wohnung einen federdruckgewehr   welch über kein magazin und kein munition verfügen   bei der suche nach der waffe finden der polizeibeamte noch etwa einen gramm kokain und über    gramm haschisch   der   jährige musste zur ausnüchterung in polizeilich gewahrsam nehmen werden   der ermittlungen gegen ich werden aufnehmen   ;   ka   am früh dienstagnachmittag nehmen polizisten ein   jährig fest   der sich zuvor mit einer waffe an der fenster sich wohnung in der untere rützelstraße zeigen haben   zeugen melden der polizei   gegen    uhr   dass einen mann an der fenster sich wohnung mit einer waffe hantieren   der herbeigeeilt beamten nehmen der   jährig fest und finden bei der anschließend durchsuchung sich wohnung einen federdruckgewehr   welch über kein magazin und kein munition verfügen   bei der suche nach der waffe finden der polizeibeamte noch etwa einen gramm kokain und über    gramm haschisch   der   jährige musste zur ausnüchterung in polizeilich gewahrsam nehmen werden   der ermittlungen gegen ich werden aufnehmen   ; dienstagnachmittag polizisten fest zuvor waffe fenster wohnung rützelstraße zeigen melden fenster wohnung waffe hantieren herbeigeeilt beamten fest anschließend durchsuchung wohnung federdruckgewehr magazin munition verfügen suche waffe gramm kokain gramm haschisch ausnüchterung gewahrsam ermittlungen aufnehmen
 (ka) Heute Vormittag fing ein Taxi auf der Kennedyallee während der Fahrt an zu brennen. Der Fahrer blieb glücklicherweise unverletzt. Gegen 11.00 Uhr war der Taxifahrer auf der Kennedyallee, Ecke Rubensstraße unterwegs, als plötzlich Rauch aus dem Motorraum hervorstieg und das Auto anfing zu brennen. Der Fahrer hielt sofort an, verließ den Mercedes und verständigte Polizei und Feuerwehr, welcher es gelang die Flammen zu löschen. Der Sachschaden kann aktuell nicht beziffert werden. Die Straße musste für die Löscharbeiten zeitweise komplett gesperrt werden. Gegen 12.15 Uhr wurden die Fahrbahnen wieder für den Verkehr freigegeben. Die Ermittlungen bezüglich der Brandursache wurden aufgenommen. Nach ersten Erkenntnissen könnte ein technischer Defekt brandursächlich gewesen sein.  ;2019-01-29 13:21:00;:  taxi fängt feuer;"https://www.presseportal.de/blaulicht/pm/4970/4178963
";False;2019;sachsenhausen;;sachsenhausen;;;;ka;;   taxi fängt feuer;    taxi fangen feuer;taxi fangen feuer;Taxi      Feuer                         ;taxi      feuer                         ;taxi       feuer                         ;taxi       feuer                         ;taxi feuer;taxi feuer taxi fangen feuer;  ka  heute vormittag fing ein taxi auf der kennedyallee während der fahrt an zu brennen  der fahrer blieb glücklicherweise unverletzt  gegen   uhr war der taxifahrer auf der kennedyallee  ecke rubensstraße unterwegs  als plötzlich rauch aus dem motorraum hervorstieg und das auto anfing zu brennen  der fahrer hielt sofort an  verließ den mercedes und verständigte polizei und feuerwehr  welcher es gelang die flammen zu löschen  der sachschaden kann aktuell nicht beziffert werden  die straße musste für die löscharbeiten zeitweise komplett gesperrt werden  gegen   uhr wurden die fahrbahnen wieder für den verkehr freigegeben  die ermittlungen bezüglich der brandursache wurden aufgenommen  nach ersten erkenntnissen könnte ein technischer defekt brandursächlich gewesen sein   ;   ka   heute vormittag fangen einen taxi auf der kennedyallee während der fahrt an zu brennen   der fahrer bleiben glücklicherweise unverletzt   gegen    uhr sein der taxifahrer auf der kennedyallee   ecke rubensstraße unterwegs   als plötzlich rauch aus der motorraum hervorstieg und der auto anfangen zu brennen   der fahrer halten sofort an   verlassen der mercedes und verständigen polizei und feuerwehr   welch ich gelingen der flammen zu löschen   der sachschaden können aktuell nicht beziffern werden   der straße musste für der löscharbeiten zeitweise komplett sperren werden   gegen    uhr werden der fahrbahnen wieder für der verkehr freigeben   der ermittlungen bezüglich der brandursache werden aufnehmen   nach erst erkenntnissen können einen technisch defekt brandursächlich sein mein   ;   ka   heute vormittag fangen einen taxi auf der kennedyallee während der fahrt an zu brennen   der fahrer bleiben glücklicherweise unverletzt   gegen    uhr sein der taxifahrer auf der kennedyallee   ecke rubensstraße unterwegs   als plötzlich rauch aus der motorraum hervorstieg und der auto anfangen zu brennen   der fahrer halten sofort an   verlassen der mercedes und verständigen polizei und feuerwehr   welch ich gelingen der flammen zu löschen   der sachschaden können aktuell nicht beziffern werden   der straße musste für der löscharbeiten zeitweise komplett sperren werden   gegen    uhr werden der fahrbahnen wieder für der verkehr freigeben   der ermittlungen bezüglich der brandursache werden aufnehmen   nach erst erkenntnissen können einen technisch defekt brandursächlich sein mein   ; fangen taxi kennedyallee fahrt brennen fahrer unverletzt taxifahrer kennedyallee ecke rubensstraße unterwegs rauch motorraum hervorstieg auto brennen fahrer verlassen mercedes verständigen feuerwehr flammen löschen sachschaden beziffern straße löscharbeiten komplett sperren fahrbahnen verkehr freigeben ermittlungen brandursache aufnehmen erkenntnissen technisch defekt brandursächlich
 (ka) Heute Vormittag kam ein Bus, aus bislang unbekannten Gründen, auf der Saalburgstraße von der Fahrbahn ab und fuhr gegen einen Baum. Zwei Businsassen zogen sich leichte Verletzungen zu. Der Bus war gegen 10.30 Uhr auf der Saalburgstraße in Richtung Burgstraße unterwegs, als er auf Höhe der Hausnummer 40 von der Fahrbahn abkam und gegen einen Baum krachte. Durch den Zusammenstoß wurden zwei Insassen leicht verletzt. Ein Ast des Baumes fiel auf den Bus und beschädigten diesen. Der Baum wurde ebenfalls stark beschädigt, wird aber aktuell von einem anderen Baum gestützt, sodass er nicht droht komplett auf die Fahrbahn zu fallen. Ein am Straßenrand geparkter Pkw wurde ebenfalls durch den Unfall beschädigt. Der entstandene Sachschaden kann aktuell noch nicht abgeschätzt werden. Die Unfallstelle ist aktuell für den Verkehr gesperrt. Auf der Gegenfahrbahn, in Richtung Ostpark, kann der Verkehr ungehindert fließen. Die Unfallursache ist Gegenstand der laufenden Ermittlungen.  ;2019-01-29 13:19:00;:  unfall mit linienbus;"https://www.presseportal.de/blaulicht/pm/4970/4178959
";False;2019;bornheim;;bornheim;;;;ka;;   unfall mit linienbus;    unfall mit linienbus;unfall linienbus;    Linien Bus                          ;    linien bus                          ;     linien bus                          ;     linien bus                          ;linien bus;linien bus unfall linienbus;  ka  heute vormittag kam ein bus  aus bislang unbekannten gründen  auf der saalburgstraße von der fahrbahn ab und fuhr gegen einen baum  zwei businsassen zogen sich leichte verletzungen zu  der bus war gegen   uhr auf der saalburgstraße in richtung burgstraße unterwegs  als er auf höhe der hausnummer   von der fahrbahn abkam und gegen einen baum krachte  durch den zusammenstoß wurden zwei insassen leicht verletzt  ein ast des baumes fiel auf den bus und beschädigten diesen  der baum wurde ebenfalls stark beschädigt  wird aber aktuell von einem anderen baum gestützt  sodass er nicht droht komplett auf die fahrbahn zu fallen  ein am straßenrand geparkter pkw wurde ebenfalls durch den unfall beschädigt  der entstandene sachschaden kann aktuell noch nicht abgeschätzt werden  die unfallstelle ist aktuell für den verkehr gesperrt  auf der gegenfahrbahn  in richtung ostpark  kann der verkehr ungehindert fließen  die unfallursache ist gegenstand der laufenden ermittlungen   ;   ka   heute vormittag kommen einen bus   aus bislang unbekannt gründen   auf der saalburgstraße von der fahrbahn ab und fahren gegen ein baum   zwei businsassen ziehen sich leichte verletzungen zu   der bus sein gegen    uhr auf der saalburgstraße in richtung burgstraße unterwegs   als ich auf höhe der hausnummer    von der fahrbahn abkommen und gegen ein baum krachen   durch der zusammenstoß werden zwei insassen leicht verletzen   einen ast der baumes fallen auf der bus und beschädigen dies   der baum werden ebenfalls stark beschädigen   werden aber aktuell von einer ander baum stützen   sodass ich nicht drohen komplett auf der fahrbahn zu fallen   einen am straßenrand geparkt pkw werden ebenfalls durch der unfall beschädigen   der entstanden sachschaden können aktuell noch nicht abschätzen werden   der unfallstelle sein aktuell für der verkehr sperren   auf der gegenfahrbahn   in richtung ostpark   können der verkehr ungehindert fließen   der unfallursache sein gegenstand der laufend ermittlungen   ;   ka   heute vormittag kommen einen bus   aus bislang unbekannt gründen   auf der saalburgstraße von der fahrbahn ab und fahren gegen ein baum   zwei businsassen ziehen sich leichte verletzungen zu   der bus sein gegen    uhr auf der saalburgstraße in richtung burgstraße unterwegs   als ich auf höhe der hausnummer    von der fahrbahn abkommen und gegen ein baum krachen   durch der zusammenstoß werden zwei insassen leicht verletzen   einen ast der baumes fallen auf der bus und beschädigen dies   der baum werden ebenfalls stark beschädigen   werden aber aktuell von einer ander baum stützen   sodass ich nicht drohen komplett auf der fahrbahn zu fallen   einen am straßenrand geparkt pkw werden ebenfalls durch der unfall beschädigen   der entstanden sachschaden können aktuell noch nicht abschätzen werden   der unfallstelle sein aktuell für der verkehr sperren   auf der gegenfahrbahn   in richtung ostpark   können der verkehr ungehindert fließen   der unfallursache sein gegenstand der laufend ermittlungen   ; bus unbekannt gründen saalburgstraße fahrbahn fahren baum businsassen leichte verletzungen bus saalburgstraße richtung burgstraße unterwegs höhe hausnummer fahrbahn abkommen baum krachen zusammenstoß insassen verletzen ast baumes fallen bus beschädigen baum beschädigen baum stützen sodass drohen komplett fahrbahn fallen straßenrand geparkt pkw unfall beschädigen entstanden sachschaden abschätzen unfallstelle verkehr sperren gegenfahrbahn richtung ostpark verkehr ungehindert fließen unfallursache gegenstand ermittlungen
 (ka) In der Nacht von Montag auf Dienstag überfiel ein Unbekannter eine Spielhalle in der Hanauer Landstraße. Die Polizei sucht Zeugen, die Hinweise zu dem Täter geben können. Gegen 00.50 Uhr betrat der maskierte Mann die Spielothek und ging zu einem Mitarbeiter. Diesen bedrohte er mit einer augenscheinlichen Schusswaffe und forderte Bargeld. Der Angestellte öffnete daraufhin die Kasse und der Räuber nahm das Geld heraus. Wieviel Geld der Tatverdächtige erbeuten konnte, ist Gegenstand der laufenden Ermittlungen. Der Räuber flüchtete mit seiner Beute über die Hanauer Landstraße in Richtung Schwedlerstraße. Er kann folgendermaßen beschrieben werden: männlich, etwa 180 cm groß, bekleidet mit einem schwarzen Oberteil mit Kapuze, einer schwarzen Jogginghose und schwarz-weißen Laufschuhen. Er habe eine schwarze Maskierung mit roten Farbelementen getragen. Hinweise nimmt die Polizei unter der Telefonnummer 069/755-51299 entgegen.  ;2019-01-29 11:58:00;:  spielhalle überfallen   zeugen gesucht!;"https://www.presseportal.de/blaulicht/pm/4970/4178801
";False;2019;ostend;;ostend;;;;ka;;   spielhalle überfallen   zeugen gesucht ;    spielhalle überfallen    zeugen suchen;spielhalle überfallen;Spiel Halle Über Fallen                          ;spiel halle über fallen                          ;spiel halle über fallen                          ;spiel halle über fallen                          ;spiel halle fallen;spiel halle fallen spielhalle überfallen;  ka  in der nacht von montag auf dienstag überfiel ein unbekannter eine spielhalle in der hanauer landstraße  die polizei sucht zeugen  die hinweise zu dem täter geben können  gegen   uhr betrat der maskierte mann die spielothek und ging zu einem mitarbeiter  diesen bedrohte er mit einer augenscheinlichen schusswaffe und forderte bargeld  der angestellte öffnete daraufhin die kasse und der räuber nahm das geld heraus  wieviel geld der tatverdächtige erbeuten konnte  ist gegenstand der laufenden ermittlungen  der räuber flüchtete mit seiner beute über die hanauer landstraße in richtung schwedlerstraße  er kann folgendermaßen beschrieben werden  männlich  etwa   cm groß  bekleidet mit einem schwarzen oberteil mit kapuze  einer schwarzen jogginghose und schwarz weißen laufschuhen  er habe eine schwarze maskierung mit roten farbelementen getragen  hinweise nimmt die polizei unter der telefonnummer   entgegen   ;   ka   in der nacht von montag auf dienstag überfallen einen unbekannt einen spielhalle in der hanauer landstraße   der polizei suchen zeugen   der hinweise zu der täter geben können   gegen    uhr betreten der maskieren mann der spielothek und gehen zu einer mitarbeiter   dies bedrohen ich mit einer augenscheinlich schusswaffe und fordern bargeld   der angestellt öffnen daraufhin der kasse und der räuber nehmen der geld heraus   wieviel geld der tatverdächtige erbeuten können   sein gegenstand der laufend ermittlungen   der räuber flüchten mit sich beute über der hanauer landstraße in richtung schwedlerstraße   ich können folgendermaßen beschreiben werden   männlich   etwa    cm groß   bekleiden mit einer schwarz oberteil mit kapuze   einer schwarz jogginghose und schwarz weiß laufschuhen   ich habe einen schwarze maskierung mit rot farbelementen tragen   hinweise nehmen der polizei unter der telefonnummer    entgegen   ;   ka   in der nacht von montag auf dienstag überfallen einen unbekannt einen spielhalle in der hanauer landstraße   der polizei suchen zeugen   der hinweise zu der täter geben können   gegen    uhr betreten der maskieren mann der spielothek und gehen zu einer mitarbeiter   dies bedrohen ich mit einer augenscheinlich schusswaffe und fordern bargeld   der angestellt öffnen daraufhin der kasse und der räuber nehmen der geld heraus   wieviel geld der tatverdächtige erbeuten können   sein gegenstand der laufend ermittlungen   der räuber flüchten mit sich beute über der hanauer landstraße in richtung schwedlerstraße   ich können folgendermaßen beschreiben werden   männlich   etwa    cm groß   bekleiden mit einer schwarz oberteil mit kapuze   einer schwarz jogginghose und schwarz weiß laufschuhen   ich habe einen schwarze maskierung mit rot farbelementen tragen   hinweise nehmen der polizei unter der telefonnummer    entgegen   ; überfallen unbekannt spielhalle hinweise täter betreten maskieren spielothek mitarbeiter bedrohen schusswaffe bargeld angestellt öffnen daraufhin kasse räuber geld geld tatverdächtige erbeuten gegenstand ermittlungen räuber flüchten beute richtung schwedlerstraße folgendermaßen beschreiben männlich cm groß bekleiden oberteil kapuze jogginghose laufschuhen maskierung farbelementen hinweise
 (em) In der Nacht von Sonntag (27.01.2019) auf Montag (28.01.2019) haben Unbekannte in Bergen-Enkheim insgesamt vier Pkw aufgebrochen und aus diesen Wertgegenstände entwendet. Etwa in dem Zeitraum von 19.00 Uhr bis 06.00 Uhr dürften der oder die Täter agiert haben. In der Straße Landgraben wurde aus einem Opel Astra Bargeld im zweistelligen Bereich entwendet. Im Nordring wurde bei einem Opel Zafira zwar eine der Scheiben eingeschlagen, jedoch glücklicherweise nichts gestohlen. Im Klingenweg wurden aus zwei VW die Geldbörsen sowie Ausweise entwendet. In allen Fällen wurde eine Scheibe eingeschlagen, um so in das Innere des Fahrzeuges zu gelangen und dieses gezielt nach Wertgegenständen zu durchsuchen. Die Frankfurter Polizei sucht nun Zeugen. Wer hat in der Nacht von Sonntag auf Montag in den genannten Straßen Beobachtungen gemacht? Sachdienliche Hinweise nimmt die Frankfurter Kriminalpolizei unter der Telefonnummer 069/755-52199 entgegen. Die Ermittlungen dauern an. Die Polizei rät: Lassen Sie keine Wertsachen () im Fahrzeug liegen!  ;2019-01-29 11:55:00;:  wertgegenstände aus pkw gestohlen;"https://www.presseportal.de/blaulicht/pm/4970/4178798
";False;2019;bergen-enkheim;;bergen-enkheim;;;;em;sichtbar;   wertgegenstände aus pkw gestohlen;    wertgegenstände aus pkw stehlen;wertgegenstände pkw stehlen;Wert Gegenstände Pkw                             ;wert gegenstände pkw                             ;wert gegenstände pkw                             ;wert gegenstände pkw                             ;wert gegenstände pkw;wert gegenstände pkw wertgegenstände pkw stehlen;  em  in der nacht von sonntag   auf montag   haben unbekannte in bergen enkheim insgesamt vier pkw aufgebrochen und aus diesen wertgegenstände entwendet  etwa in dem zeitraum von   uhr bis   uhr dürften der oder die täter agiert haben  in der straße landgraben wurde aus einem opel astra bargeld im zweistelligen bereich entwendet  im nordring wurde bei einem opel zafira zwar eine der scheiben eingeschlagen  jedoch glücklicherweise nichts gestohlen  im klingenweg wurden aus zwei vw die geldbörsen sowie ausweise entwendet  in allen fällen wurde eine scheibe eingeschlagen  um so in das innere des fahrzeuges zu gelangen und dieses gezielt nach wertgegenständen zu durchsuchen  die frankfurter polizei sucht nun zeugen  wer hat in der nacht von sonntag auf montag in den genannten straßen beobachtungen gemacht  sachdienliche hinweise nimmt die frankfurter kriminalpolizei unter der telefonnummer   entgegen  die ermittlungen dauern an  die polizei rät  lassen sie keine wertsachen   im fahrzeug liegen   ;   em   in der nacht von sonntag    auf montag    haben unbekannt in bergen enkheim insgesamt vier pkw aufbrechen und aus dies wertgegenstände entwenden   etwa in der zeitraum von    uhr bis    uhr dürfen der oder der täter agieren haben   in der straße landgraben werden aus einer opel astra bargeld im zweistelligen bereich entwenden   im nordring werden bei einer opel zafira zwar einen der scheiben einschlagen   jedoch glücklicherweise nichts stehlen   im klingenweg werden aus zwei vw der geldbörsen sowie ausweise entwenden   in alle fällen werden einen scheibe einschlagen   um so in der inner der fahrzeuges zu gelingen und dies zielen nach wertgegenständen zu durchsuchen   der frankfurter polizei suchen nun zeugen   wer haben in der nacht von sonntag auf montag in der genannt straßen beobachtungen machen   sachdienliche hinweise nehmen der frankfurter kriminalpolizei unter der telefonnummer    entgegen   der ermittlungen dauern an   der polizei raten   lassen ich kein wertsachen    im fahrzeug liegen   ;   em   in der nacht von sonntag    auf montag    haben unbekannt in bergen enkheim insgesamt vier pkw aufbrechen und aus dies wertgegenstände entwenden   etwa in der zeitraum von    uhr bis    uhr dürfen der oder der täter agieren haben   in der straße landgraben werden aus einer opel astra bargeld im zweistelligen bereich entwenden   im nordring werden bei einer opel zafira zwar einen der scheiben einschlagen   jedoch glücklicherweise nichts stehlen   im klingenweg werden aus zwei vw der geldbörsen sowie ausweise entwenden   in alle fällen werden einen scheibe einschlagen   um so in der inner der fahrzeuges zu gelingen und dies zielen nach wertgegenständen zu durchsuchen   der frankfurter polizei suchen nun zeugen   wer haben in der nacht von sonntag auf montag in der genannt straßen beobachtungen machen   sachdienliche hinweise nehmen der frankfurter kriminalpolizei unter der telefonnummer    entgegen   der ermittlungen dauern an   der polizei raten   lassen ich kein wertsachen    im fahrzeug liegen   ;unbekannt bergen enkheim pkw aufbrechen wertgegenstände entwenden zeitraum täter agieren straße landgraben opel astra bargeld zweistelligen entwenden nordring opel zafira scheiben einschlagen stehlen klingenweg vw geldbörsen ausweise entwenden fällen scheibe einschlagen inner fahrzeuges zielen wertgegenständen durchsuchen genannt straßen beobachtungen hinweise ermittlungen dauern raten wertsachen fahrzeug liegen
