Address;AddressFM;location;point;Lat;Long
Abflugring;Frankfurt am Main Abflugring;Abflugring, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0521337, 8.5762553, 0.0;50.0521337; 8.5762553
Abtsgäßchen;Frankfurt am Main Abtsgäßchen;Abtsgäßchen, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.1044626, 8.6888205, 0.0;50.1044626; 8.6888205
Achenbachstraße;Frankfurt am Main Achenbachstraße;Achenbachstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0974901, 8.676911, 0.0;50.0974901; 8.676911
Ackermannstraße;Frankfurt am Main Ackermannstraße;Ackermannstraße, Friedrich-Ebert-Siedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.0965315, 8.62789, 0.0;50.0965315; 8.62789
Adalbert-Stifter-Straße;Frankfurt am Main Adalbert-Stifter-Straße;Adalbert-Stifter-Straße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1450315, 8.663405, 0.0;50.1450315; 8.663405
Adalbertstraße;Frankfurt am Main Adalbertstraße;Adalbertstraße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1191548, 8.6434582, 0.0;50.1191548; 8.6434582
Adam-Heinstadt-Straße;Frankfurt am Main Adam-Heinstadt-Straße;Adam-Heinstadt-Straße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2002416, 8.6623236, 0.0;50.2002416; 8.6623236
Adam-Leis-Straße;Frankfurt am Main Adam-Leis-Straße;Adam-Leis-Straße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1650839, 8.6391034, 0.0;50.1650839; 8.6391034
Adam-Opel-Straße;Frankfurt am Main Adam-Opel-Straße;Adam-Opel-Straße, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1241403, 8.7564444, 0.0;50.1241403; 8.7564444
Adam-Riese-Platz;Frankfurt am Main Adam-Riese-Platz;Adam-Riese-Platz, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.10648215, 8.65585925476031, 0.0;50.10648215; 8.65585925476031
Adam-Riese-Straße;Frankfurt am Main Adam-Riese-Straße;Adam-Riese-Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.1053813, 8.6537338, 0.0;50.1053813; 8.6537338
Adelheidstraße;Frankfurt am Main Adelheidstraße;Adelheidstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1499647, 8.6692121, 0.0;50.1499647; 8.6692121
Adelonstraße;Frankfurt am Main Adelonstraße;Adelonstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.103446, 8.5413172, 0.0;50.103446; 8.5413172
Adickesallee;Frankfurt am Main Adickesallee;Adickesallee, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.131945, 8.6746018, 0.0;50.131945; 8.6746018
Adlerflychtplatz;Frankfurt am Main Adlerflychtplatz;Adlerflychtplatz, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.12425115, 8.68171301909095, 0.0;50.12425115; 8.68171301909095
Adlerflychtstraße;Frankfurt am Main Adlerflychtstraße;Adlerflychtstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.123786, 8.6838572, 0.0;50.123786; 8.6838572
Adlhochplatz;Frankfurt am Main Adlhochplatz;Adlhochplatz, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.10172725, 8.68625108378971, 0.0;50.10172725; 8.68625108378971
Adolf-Haeuser-Straße;Frankfurt am Main Adolf-Haeuser-Straße;Adolf-Haeuser-Straße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1018141, 8.5424905, 0.0;50.1018141; 8.5424905
Adolf-Leweke-Straße;Frankfurt am Main Adolf-Leweke-Straße;Adolf-Leweke-Straße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1543545, 8.6841765, 0.0;50.1543545; 8.6841765
Adolf-Meyer-Straße;Frankfurt am Main Adolf-Meyer-Straße;Adolf-Meyer-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1783188, 8.6207367, 0.0;50.1783188; 8.6207367
Adolf-Miersch-Straße;Frankfurt am Main Adolf-Miersch-Straße;Adolf-Miersch-Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0831416, 8.6432138, 0.0;50.0831416; 8.6432138
Adolf-Reichwein-Straße;Frankfurt am Main Adolf-Reichwein-Straße;Adolf-Reichwein-Straße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1438307, 8.6739651, 0.0;50.1438307; 8.6739651
Adolfstraße;Frankfurt am Main Adolfstraße;Adolfstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0836548, 8.6461555, 0.0;50.0836548; 8.6461555
Adolph-Prior-Straße;Frankfurt am Main Adolph-Prior-Straße;Adolph-Prior-Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.129835, 8.5815479, 0.0;50.129835; 8.5815479
Ährenstraße;Frankfurt am Main Ährenstraße;Ährenstraße, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.0956391, 8.641277, 0.0;50.0956391; 8.641277
Affentorplatz;Frankfurt am Main Affentorplatz;Affentorplatz, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.10426035, 8.68966702718058, 0.0;50.10426035; 8.68966702718058
Agendawaldschneise;Frankfurt am Main Agendawaldschneise;Agendawaldschneise, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0771543, 8.5744911, 0.0;50.0771543; 8.5744911
Ahornschneise;Frankfurt am Main Ahornschneise;Ahornschneise, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0625941, 8.5844881, 0.0;50.0625941; 8.5844881
Ahornstraße;Frankfurt am Main Ahornstraße;Ahornstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0976808, 8.5957477, 0.0;50.0976808; 8.5957477
Ahrtalstraße;Frankfurt am Main Ahrtalstraße;Ahrtalstraße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0881231, 8.5757036, 0.0;50.0881231; 8.5757036
Airportring;Frankfurt am Main Airportring;Airportring, Flughafen, Rüsselsheim am Main, Kreis Groß-Gerau, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0234658, 8.5372715, 0.0;50.0234658; 8.5372715
Akazienstraße;Frankfurt am Main Akazienstraße;Akazienstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0988691, 8.6008091, 0.0;50.0988691; 8.6008091
Albanusstraße;Frankfurt am Main Albanusstraße;Albanusstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1003325, 8.5474694, 0.0;50.1003325; 8.5474694
Albert-Blank-Straße;Frankfurt am Main Albert-Blank-Straße;Albert-Blank-Straße, Sindlingen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0852316, 8.5085414, 0.0;50.0852316; 8.5085414
Albert-Einstein-Straße;Frankfurt am Main Albert-Einstein-Straße;Albert-Einstein-Straße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2015465, 8.6782289, 0.0;50.2015465; 8.6782289
Albert-Linel-Straße;Frankfurt am Main Albert-Linel-Straße;Albert-Linel-Straße, Kuhwaldsiedlung, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1119357, 8.6341981, 0.0;50.1119357; 8.6341981
Albert-Schweitzer-Straße;Frankfurt am Main Albert-Schweitzer-Straße;Albert-Schweitzer-Straße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1998457, 8.6677202, 0.0;50.1998457; 8.6677202
Albusstraße;Frankfurt am Main Albusstraße;Albusstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1142803, 8.689164, 0.0;50.1142803; 8.689164
Alemannenweg;Frankfurt am Main Alemannenweg;Alemannenweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1148196, 8.539095, 0.0;50.1148196; 8.539095
Alexander-Riese-Weg;Frankfurt am Main Alexander-Riese-Weg;Alexander-Riese-Weg, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1589881, 8.6518113, 0.0;50.1589881; 8.6518113
Alexanderstraße;Frankfurt am Main Alexanderstraße;Alexanderstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1272848, 8.6124933, 0.0;50.1272848; 8.6124933
Alfred-Brehm-Platz;Frankfurt am Main Alfred-Brehm-Platz;Alfred-Brehm-Platz, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.11584205, 8.69820240233645, 0.0;50.11584205; 8.69820240233645
Alfred-Delp-Straße;Frankfurt am Main Alfred-Delp-Straße;Alfred-Delp-Straße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0972861, 8.7136847, 0.0;50.0972861; 8.7136847
Alfred-Göbel-Weg;Frankfurt am Main Alfred-Göbel-Weg;Alfred-Göbel-Weg, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1508624, 8.7540248, 0.0;50.1508624; 8.7540248
Alfred-Kiefer-Weg;Frankfurt am Main Alfred-Kiefer-Weg;Alfred-Kiefer-Weg, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.083895, 8.6141668, 0.0;50.083895; 8.6141668
Alfred-Pfaff-Straße;Frankfurt am Main Alfred-Pfaff-Straße;Alfred-Pfaff-Straße, Wagenplatz Borsigallee, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1321475, 8.7290731, 0.0;50.1321475; 8.7290731
Alfred-Wegener-Straße;Frankfurt am Main Alfred-Wegener-Straße;Alfred-Wegener-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1752152, 8.6301526, 0.0;50.1752152; 8.6301526
Alkmenestraße;Frankfurt am Main Alkmenestraße;Alkmenestraße, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1521776, 8.7011542, 0.0;50.1521776; 8.7011542
Allendorfer Straße;Frankfurt am Main Allendorfer Straße;Allendorfer Straße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1529786, 8.6674448, 0.0;50.1529786; 8.6674448
Allerheiligenstraße;Frankfurt am Main Allerheiligenstraße;Allerheiligenstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1133931, 8.6912339, 0.0;50.1133931; 8.6912339
Allerheiligentor;Frankfurt am Main Allerheiligentor;Allerheiligentor, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1132879, 8.6943356, 0.0;50.1132879; 8.6943356
Allesinastraße;Frankfurt am Main Allesinastraße;Allesinastraße, Sindlingen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0784876, 8.5169672, 0.0;50.0784876; 8.5169672
Allmeygang;Frankfurt am Main Allmeygang;Allmeygang, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.099131, 8.5480211, 0.0;50.099131; 8.5480211
Alois-Brisbois-Weg;Frankfurt am Main Alois-Brisbois-Weg;Alois-Brisbois-Weg, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1137347, 8.5514776, 0.0;50.1137347; 8.5514776
Alois-Eckert-Straße;Frankfurt am Main Alois-Eckert-Straße;Alois-Eckert-Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.078599, 8.6430825, 0.0;50.078599; 8.6430825
Alpenroder Straße;Frankfurt am Main Alpenroder Straße;Alpenroder Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1225508, 8.5619394, 0.0;50.1225508; 8.5619394
Alsfelder Straße;Frankfurt am Main Alsfelder Straße;Alsfelder Straße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1470414, 8.7258804, 0.0;50.1470414; 8.7258804
Alt-Bergen;Frankfurt am Main Alt-Bergen;Alt-Bergen, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.155141, 8.7544228, 0.0;50.155141; 8.7544228
Alt-Bonames;Frankfurt am Main Alt-Bonames;Alt-Bonames, Bonames, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1812811, 8.6643351, 0.0;50.1812811; 8.6643351
Alt-Bornheim;Frankfurt am Main Alt-Bornheim;Alt-Bornheim, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.128628, 8.7111922, 0.0;50.128628; 8.7111922
Alt-Enkheim;Frankfurt am Main Alt-Enkheim;Alt-Enkheim, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1497455, 8.7530139, 0.0;50.1497455; 8.7530139
Alt-Erlenbach;Frankfurt am Main Alt-Erlenbach;Alt-Erlenbach, Nieder-Erlenbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1974259, 8.7172879, 0.0;50.1974259; 8.7172879
Alt-Eschersheim;Frankfurt am Main Alt-Eschersheim;Alt-Eschersheim, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.159613, 8.653793, 0.0;50.159613; 8.653793
Alt-Fechenheim;Frankfurt am Main Alt-Fechenheim;Alt-Fechenheim, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1322585, 8.7672372, 0.0;50.1322585; 8.7672372
Alt-Ginnheim;Frankfurt am Main Alt-Ginnheim;Alt-Ginnheim, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1438852, 8.6486271, 0.0;50.1438852; 8.6486271
Alt-Griesheim;Frankfurt am Main Alt-Griesheim;Alt-Griesheim, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0907841, 8.605968, 0.0;50.0907841; 8.605968
Alt-Harheim;Frankfurt am Main Alt-Harheim;Alt-Harheim, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1825147, 8.6929832, 0.0;50.1825147; 8.6929832
Alt-Hausen;Frankfurt am Main Alt-Hausen;Alt-Hausen, Hausen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.133545, 8.6254186, 0.0;50.133545; 8.6254186
Alt-Heddernheim;Frankfurt am Main Alt-Heddernheim;Alt-Heddernheim, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1575193, 8.6483937, 0.0;50.1575193; 8.6483937
Alt-Höchst;Frankfurt am Main Alt-Höchst;Alt-Höchst, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.099587, 8.5474746, 0.0;50.099587; 8.5474746
Alt-Kalbach;Frankfurt am Main Alt-Kalbach;Alt-Kalbach, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1891678, 8.6348389, 0.0;50.1891678; 8.6348389
Alt-Nied;Frankfurt am Main Alt-Nied;Alt-Nied, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.0993704, 8.5655526, 0.0;50.0993704; 8.5655526
Alt-Niedereschbach;Frankfurt am Main Alt-Niedereschbach;Alt-Niedereschbach, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2021297, 8.6729576, 0.0;50.2021297; 8.6729576
Alt-Niederursel;Frankfurt am Main Alt-Niederursel;Alt-Niederursel, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1683105, 8.6187992, 0.0;50.1683105; 8.6187992
Alt-Praunheim;Frankfurt am Main Alt-Praunheim;Alt-Praunheim, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1524246, 8.6234822, 0.0;50.1524246; 8.6234822
Alt-Preungesheim;Frankfurt am Main Alt-Preungesheim;Alt-Preungesheim, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1556168, 8.6901934, 0.0;50.1556168; 8.6901934
Alt-Rödelheim;Frankfurt am Main Alt-Rödelheim;Alt-Rödelheim, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1255742, 8.6130797, 0.0;50.1255742; 8.6130797
Alt-Schwanheim;Frankfurt am Main Alt-Schwanheim;Alt-Schwanheim, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0849718, 8.5813186, 0.0;50.0849718; 8.5813186
Alt-Seckbach;Frankfurt am Main Alt-Seckbach;Alt-Seckbach, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1456937, 8.7263827, 0.0;50.1456937; 8.7263827
Alt-Sindlingen;Frankfurt am Main Alt-Sindlingen;Alt-Sindlingen, Sindlingen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0809265, 8.5191074, 0.0;50.0809265; 8.5191074
Alt-Sossenheim;Frankfurt am Main Alt-Sossenheim;Alt-Sossenheim, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1205716, 8.5677351, 0.0;50.1205716; 8.5677351
Alt-Zeilsheim;Frankfurt am Main Alt-Zeilsheim;Alt-Zeilsheim, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.094201, 8.4952891, 0.0;50.094201; 8.4952891
Alte Brücke;Frankfurt am Main Alte Brücke;Alte Brücke, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1080235, 8.6877621, 0.0;50.1080235; 8.6877621
Alte Fahrt;Frankfurt am Main Alte Fahrt;Alte Fahrt, Nieder-Erlenbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2019657, 8.709963, 0.0;50.2019657; 8.709963
Alte Falterstraße;Frankfurt am Main Alte Falterstraße;Alte Falterstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0915444, 8.6070759, 0.0;50.0915444; 8.6070759
Alte Gasse;Frankfurt am Main Alte Gasse;Alte Gasse, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1183388, 8.6859885, 0.0;50.1183388; 8.6859885
Alte Gelnhäuser Straße;Frankfurt am Main Alte Gelnhäuser Straße;Alte Gelnhäuser Straße, Bergen-Enkheim, Maintal, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1508916, 8.7787822, 0.0;50.1508916; 8.7787822
Alte Heegwaldschneise;Frankfurt am Main Alte Heegwaldschneise;Alte Heegwaldschneise, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0288105, 8.5197189, 0.0;50.0288105; 8.5197189
Alte Hofgasse;Frankfurt am Main Alte Hofgasse;Alte Hofgasse, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2006687, 8.6740217, 0.0;50.2006687; 8.6740217
Alte Mainzer Gasse;Frankfurt am Main Alte Mainzer Gasse;Alte Mainzer Gasse, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1088745, 8.678658, 0.0;50.1088745; 8.678658
Alte Mainzer Schneise;Frankfurt am Main Alte Mainzer Schneise;Alte Mainzer Schneise, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0643163, 8.5548022, 0.0;50.0643163; 8.5548022
Alte Niddabrücke;Frankfurt am Main Alte Niddabrücke;Alte Niddabrücke, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1007946, 8.5634578, 0.0;50.1007946; 8.5634578
Alte Riedbergstraße;Frankfurt am Main Alte Riedbergstraße;Alte Riedbergstraße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1853225, 8.646065, 0.0;50.1853225; 8.646065
Alte Rothofstraße;Frankfurt am Main Alte Rothofstraße;Alte Rothofstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1131153, 8.6752023, 0.0;50.1131153; 8.6752023
Altebergs-Zwerchgäßchen;Frankfurt am Main Altebergs-Zwerchgäßchen;Altebergs-Zwerchgäßchen, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0919603, 8.710023, 0.0;50.0919603; 8.710023
Altebergsweg;Frankfurt am Main Altebergsweg;Altebergsweg, Oberrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0940238, 8.7243137, 0.0;50.0940238; 8.7243137
Altebornstraße;Frankfurt am Main Altebornstraße;Altebornstraße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1411932, 8.7240721, 0.0;50.1411932; 8.7240721
Altenburger Weg;Frankfurt am Main Altenburger Weg;Altenburger Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0935854, 8.5009347, 0.0;50.0935854; 8.5009347
Altenhainer Straße;Frankfurt am Main Altenhainer Straße;Altenhainer Straße, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1065512, 8.6324143, 0.0;50.1065512; 8.6324143
Altenhöferallee;Frankfurt am Main Altenhöferallee;Altenhöferallee, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1837561, 8.6244128, 0.0;50.1837561; 8.6244128
Alter Gerichtsplatz;Frankfurt am Main Alter Gerichtsplatz;Alter Gerichtsplatz, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1771798, 8.63705981398548, 0.0;50.1771798; 8.63705981398548
Alter Gundweg;Frankfurt am Main Alter Gundweg;Alter Gundweg, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0643392, 8.6414239, 0.0;50.0643392; 8.6414239
Alter Schulpfad;Frankfurt am Main Alter Schulpfad;Alter Schulpfad, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.0995548, 8.5652867, 0.0;50.0995548; 8.5652867
Alter Wartweg;Frankfurt am Main Alter Wartweg;Alter Wartweg, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1559036, 8.7426210909155, 0.0;50.1559036; 8.7426210909155
Altes Schützenhüttengäßchen;Frankfurt am Main Altes Schützenhüttengäßchen;Altes Schützenhüttengäßchen, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0919099, 8.6919281, 0.0;50.0919099; 8.6919281
Altheimstraße;Frankfurt am Main Altheimstraße;Altheimstraße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1555425, 8.6554827, 0.0;50.1555425; 8.6554827
Altkönigblick;Frankfurt am Main Altkönigblick;Altkönigblick, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1893079, 8.6991804, 0.0;50.1893079; 8.6991804
Altkönigstraße;Frankfurt am Main Altkönigstraße;Altkönigstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60323, Deutschland;50.1209033, 8.665511, 0.0;50.1209033; 8.665511
Altvaterstraße;Frankfurt am Main Altvaterstraße;Altvaterstraße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2030214, 8.6687217, 0.0;50.2030214; 8.6687217
Alzeyer Straße;Frankfurt am Main Alzeyer Straße;Alzeyer Straße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.0966592, 8.5750951, 0.0;50.0966592; 8.5750951
Am Abtshof;Frankfurt am Main Am Abtshof;Am Abtshof, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0866, 8.5812615, 0.0;50.0866; 8.5812615
Am Alten Schloß;Frankfurt am Main Am Alten Schloß;Am Alten Schloß, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1555179, 8.6235523, 0.0;50.1555179; 8.6235523
Am Alten See;Frankfurt am Main Am Alten See;Am Alten See, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1276794, 8.6110754, 0.0;50.1276794; 8.6110754
Am Alten Volkshaus;Frankfurt am Main Am Alten Volkshaus;Am Alten Volkshaus, Riederwald, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1287744, 8.7310033, 0.0;50.1287744; 8.7310033
Am Ameisenberg;Frankfurt am Main Am Ameisenberg;Am Ameisenberg, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1325033, 8.7125437, 0.0;50.1325033; 8.7125437
Am Atzelberg;Frankfurt am Main Am Atzelberg;Am Atzelberg, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1401333, 8.7215465, 0.0;50.1401333; 8.7215465
Am Auerborn;Frankfurt am Main Am Auerborn;Am Auerborn, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0859628, 8.5972513, 0.0;50.0859628; 8.5972513
Am Auweg;Frankfurt am Main Am Auweg;Am Auweg, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1815437, 8.6911314, 0.0;50.1815437; 8.6911314
